t_h,T_glucosa_C,U_W_m2C,Q_W,Q_acum_MJ,Q_perd_W,Q_perd_acum_MJ,Q_neto_acum_MJ,h_i_W_m2C,h_o_W_m2C,rho_kg_m3,Cp_J_kgC,mu_Pa_s,k_W_mC,Pr,beta_1C
1.000000e+00,4.005041e+01,2.603353e+01,9.093362e+03,3.548926e+01,1.646461e+03,6.409259e+00,2.908000e+01,1.048048e+04,2.647994e+01,1.413773e+03,2.112966e+03,1.345827e+01,3.241775e-01,8.772011e+04,3.819567e-04
1.083333e+00,4.005461e+01,2.603483e+01,9.092287e+03,3.821694e+01,1.646971e+03,6.903351e+00,3.131359e+01,1.048053e+04,2.648129e+01,1.413771e+03,2.112971e+03,1.345197e+01,3.241820e-01,8.767797e+04,3.819573e-04
1.166667e+00,4.005880e+01,2.603613e+01,9.091212e+03,4.094431e+01,1.647481e+03,7.397595e+00,3.354671e+01,1.048058e+04,2.648263e+01,1.413768e+03,2.112976e+03,1.344567e+01,3.241865e-01,8.763587e+04,3.819579e-04
1.250000e+00,4.006300e+01,2.603743e+01,9.090137e+03,4.367135e+01,1.647990e+03,7.891992e+00,3.577936e+01,1.048063e+04,2.648397e+01,1.413766e+03,2.112981e+03,1.343937e+01,3.241911e-01,8.759380e+04,3.819585e-04
1.333333e+00,4.006719e+01,2.603873e+01,9.089063e+03,4.639807e+01,1.648500e+03,8.386542e+00,3.801153e+01,1.048068e+04,2.648532e+01,1.413764e+03,2.112985e+03,1.343308e+01,3.241956e-01,8.755176e+04,3.819592e-04
1.416667e+00,4.007138e+01,2.604003e+01,9.087988e+03,4.912446e+01,1.649009e+03,8.881245e+00,4.024322e+01,1.048073e+04,2.648666e+01,1.413761e+03,2.112990e+03,1.342679e+01,3.242001e-01,8.750975e+04,3.819598e-04
1.500000e+00,4.007557e+01,2.604133e+01,9.086913e+03,5.185054e+01,1.649518e+03,9.376100e+00,4.247444e+01,1.048079e+04,2.648800e+01,1.413759e+03,2.112995e+03,1.342051e+01,3.242046e-01,8.746778e+04,3.819604e-04
1.583333e+00,4.007976e+01,2.604263e+01,9.085838e+03,5.457629e+01,1.650027e+03,9.871109e+00,4.470518e+01,1.048084e+04,2.648935e+01,1.413757e+03,2.113000e+03,1.341423e+01,3.242092e-01,8.742584e+04,3.819610e-04
1.666667e+00,4.008395e+01,2.604392e+01,9.084763e+03,5.730172e+01,1.650536e+03,1.036627e+01,4.693545e+01,1.048089e+04,2.649069e+01,1.413755e+03,2.113004e+03,1.340795e+01,3.242137e-01,8.738393e+04,3.819616e-04
1.750000e+00,4.008814e+01,2.604522e+01,9.083688e+03,6.002683e+01,1.651045e+03,1.086158e+01,4.916524e+01,1.048094e+04,2.649203e+01,1.413752e+03,2.113009e+03,1.340169e+01,3.242182e-01,8.734205e+04,3.819622e-04
1.833333e+00,4.009233e+01,2.604651e+01,9.082613e+03,6.275161e+01,1.651554e+03,1.135705e+01,5.139456e+01,1.048099e+04,2.649337e+01,1.413750e+03,2.113014e+03,1.339542e+01,3.242227e-01,8.730021e+04,3.819628e-04
1.916667e+00,4.009651e+01,2.604781e+01,9.081538e+03,6.547607e+01,1.652063e+03,1.185267e+01,5.362340e+01,1.048104e+04,2.649471e+01,1.413748e+03,2.113019e+03,1.338916e+01,3.242273e-01,8.725839e+04,3.819634e-04
2.000000e+00,4.010070e+01,2.604910e+01,9.080463e+03,6.820021e+01,1.652571e+03,1.234844e+01,5.585177e+01,1.048109e+04,2.649605e+01,1.413746e+03,2.113024e+03,1.338291e+01,3.242318e-01,8.721661e+04,3.819640e-04
2.083333e+00,4.010488e+01,2.605040e+01,9.079388e+03,7.092403e+01,1.653080e+03,1.284436e+01,5.807966e+01,1.048114e+04,2.649738e+01,1.413743e+03,2.113028e+03,1.337666e+01,3.242363e-01,8.717487e+04,3.819647e-04
2.166667e+00,4.010907e+01,2.605169e+01,9.078313e+03,7.364752e+01,1.653588e+03,1.334044e+01,6.030708e+01,1.048119e+04,2.649872e+01,1.413741e+03,2.113033e+03,1.337041e+01,3.242408e-01,8.713315e+04,3.819653e-04
2.250000e+00,4.011325e+01,2.605298e+01,9.077237e+03,7.637069e+01,1.654096e+03,1.383667e+01,6.253402e+01,1.048124e+04,2.650006e+01,1.413739e+03,2.113038e+03,1.336417e+01,3.242454e-01,8.709147e+04,3.819659e-04
2.333333e+00,4.011743e+01,2.605428e+01,9.076162e+03,7.909354e+01,1.654605e+03,1.433305e+01,6.476049e+01,1.048129e+04,2.650140e+01,1.413737e+03,2.113043e+03,1.335794e+01,3.242499e-01,8.704982e+04,3.819665e-04
2.416667e+00,4.012161e+01,2.605557e+01,9.075087e+03,8.181607e+01,1.655113e+03,1.482958e+01,6.698648e+01,1.048134e+04,2.650273e+01,1.413734e+03,2.113047e+03,1.335171e+01,3.242544e-01,8.700820e+04,3.819671e-04
2.500000e+00,4.012579e+01,2.605686e+01,9.074012e+03,8.453827e+01,1.655620e+03,1.532627e+01,6.921200e+01,1.048139e+04,2.650407e+01,1.413732e+03,2.113052e+03,1.334548e+01,3.242589e-01,8.696661e+04,3.819677e-04
2.583333e+00,4.012997e+01,2.605815e+01,9.072937e+03,8.726015e+01,1.656128e+03,1.582311e+01,7.143704e+01,1.048145e+04,2.650540e+01,1.413730e+03,2.113057e+03,1.333926e+01,3.242634e-01,8.692505e+04,3.819683e-04
2.666667e+00,4.013415e+01,2.605944e+01,9.071861e+03,8.998171e+01,1.656636e+03,1.632010e+01,7.366161e+01,1.048150e+04,2.650674e+01,1.413728e+03,2.113062e+03,1.333304e+01,3.242679e-01,8.688353e+04,3.819689e-04
2.750000e+00,4.013833e+01,2.606073e+01,9.070786e+03,9.270294e+01,1.657144e+03,1.681724e+01,7.588570e+01,1.048155e+04,2.650807e+01,1.413725e+03,2.113066e+03,1.332683e+01,3.242724e-01,8.684204e+04,3.819695e-04
2.833333e+00,4.014250e+01,2.606202e+01,9.069711e+03,9.542386e+01,1.657651e+03,1.731454e+01,7.810932e+01,1.048160e+04,2.650940e+01,1.413723e+03,2.113071e+03,1.332062e+01,3.242770e-01,8.680058e+04,3.819701e-04
2.916667e+00,4.014668e+01,2.606330e+01,9.068635e+03,9.814445e+01,1.658158e+03,1.781199e+01,8.033246e+01,1.048165e+04,2.651074e+01,1.413721e+03,2.113076e+03,1.331442e+01,3.242815e-01,8.675915e+04,3.819708e-04
3.000000e+00,4.015085e+01,2.606459e+01,9.067560e+03,1.008647e+02,1.658666e+03,1.830958e+01,8.255513e+01,1.048170e+04,2.651207e+01,1.413719e+03,2.113081e+03,1.330822e+01,3.242860e-01,8.671776e+04,3.819714e-04
3.083333e+00,4.015503e+01,2.606588e+01,9.066485e+03,1.035847e+02,1.659173e+03,1.880734e+01,8.477732e+01,1.048175e+04,2.651340e+01,1.413716e+03,2.113085e+03,1.330203e+01,3.242905e-01,8.667639e+04,3.819720e-04
3.166667e+00,4.015920e+01,2.606717e+01,9.065409e+03,1.063043e+02,1.659680e+03,1.930524e+01,8.699904e+01,1.048180e+04,2.651473e+01,1.413714e+03,2.113090e+03,1.329584e+01,3.242950e-01,8.663506e+04,3.819726e-04
3.250000e+00,4.016337e+01,2.606845e+01,9.064334e+03,1.090236e+02,1.660187e+03,1.980330e+01,8.922029e+01,1.048185e+04,2.651606e+01,1.413712e+03,2.113095e+03,1.328966e+01,3.242995e-01,8.659376e+04,3.819732e-04
3.333333e+00,4.016754e+01,2.606974e+01,9.063258e+03,1.117426e+02,1.660694e+03,2.030150e+01,9.144106e+01,1.048190e+04,2.651739e+01,1.413710e+03,2.113100e+03,1.328348e+01,3.243040e-01,8.655249e+04,3.819738e-04
3.416667e+00,4.017171e+01,2.607102e+01,9.062183e+03,1.144612e+02,1.661200e+03,2.079986e+01,9.366135e+01,1.048195e+04,2.651872e+01,1.413707e+03,2.113104e+03,1.327731e+01,3.243085e-01,8.651125e+04,3.819744e-04
3.500000e+00,4.017588e+01,2.607231e+01,9.061107e+03,1.171795e+02,1.661707e+03,2.129838e+01,9.588117e+01,1.048200e+04,2.652005e+01,1.413705e+03,2.113109e+03,1.327114e+01,3.243130e-01,8.647005e+04,3.819750e-04
3.583333e+00,4.018005e+01,2.607359e+01,9.060032e+03,1.198976e+02,1.662213e+03,2.179704e+01,9.810052e+01,1.048205e+04,2.652137e+01,1.413703e+03,2.113114e+03,1.326497e+01,3.243175e-01,8.642888e+04,3.819756e-04
3.666667e+00,4.018422e+01,2.607487e+01,9.058956e+03,1.226152e+02,1.662720e+03,2.229586e+01,1.003194e+02,1.048210e+04,2.652270e+01,1.413701e+03,2.113119e+03,1.325881e+01,3.243220e-01,8.638773e+04,3.819762e-04
3.750000e+00,4.018839e+01,2.607616e+01,9.057881e+03,1.253326e+02,1.663226e+03,2.279482e+01,1.025378e+02,1.048215e+04,2.652403e+01,1.413698e+03,2.113123e+03,1.325266e+01,3.243265e-01,8.634662e+04,3.819768e-04
3.833333e+00,4.019255e+01,2.607744e+01,9.056805e+03,1.280497e+02,1.663732e+03,2.329394e+01,1.047557e+02,1.048221e+04,2.652535e+01,1.413696e+03,2.113128e+03,1.324651e+01,3.243310e-01,8.630554e+04,3.819774e-04
3.916667e+00,4.019672e+01,2.607872e+01,9.055730e+03,1.307664e+02,1.664238e+03,2.379322e+01,1.069732e+02,1.048226e+04,2.652668e+01,1.413694e+03,2.113133e+03,1.324036e+01,3.243355e-01,8.626450e+04,3.819781e-04
4.000000e+00,4.020088e+01,2.608000e+01,9.054654e+03,1.334828e+02,1.664744e+03,2.429264e+01,1.091901e+02,1.048231e+04,2.652800e+01,1.413692e+03,2.113138e+03,1.323422e+01,3.243400e-01,8.622348e+04,3.819787e-04
4.083333e+00,4.020504e+01,2.608128e+01,9.053578e+03,1.361988e+02,1.665250e+03,2.479221e+01,1.114066e+02,1.048236e+04,2.652933e+01,1.413689e+03,2.113142e+03,1.322808e+01,3.243445e-01,8.618250e+04,3.819793e-04
4.166667e+00,4.020921e+01,2.608256e+01,9.052503e+03,1.389146e+02,1.665756e+03,2.529194e+01,1.136226e+02,1.048241e+04,2.653065e+01,1.413687e+03,2.113147e+03,1.322195e+01,3.243490e-01,8.614154e+04,3.819799e-04
4.250000e+00,4.021337e+01,2.608384e+01,9.051427e+03,1.416300e+02,1.666261e+03,2.579182e+01,1.158382e+02,1.048246e+04,2.653198e+01,1.413685e+03,2.113152e+03,1.321582e+01,3.243535e-01,8.610062e+04,3.819805e-04
4.333333e+00,4.021753e+01,2.608512e+01,9.050351e+03,1.443451e+02,1.666767e+03,2.629185e+01,1.180533e+02,1.048251e+04,2.653330e+01,1.413683e+03,2.113157e+03,1.320970e+01,3.243580e-01,8.605973e+04,3.819811e-04
4.416667e+00,4.022169e+01,2.608639e+01,9.049276e+03,1.470599e+02,1.667272e+03,2.679203e+01,1.202679e+02,1.048256e+04,2.653462e+01,1.413680e+03,2.113161e+03,1.320358e+01,3.243624e-01,8.601887e+04,3.819817e-04
4.500000e+00,4.022585e+01,2.608767e+01,9.048200e+03,1.497744e+02,1.667778e+03,2.729236e+01,1.224820e+02,1.048261e+04,2.653594e+01,1.413678e+03,2.113166e+03,1.319747e+01,3.243669e-01,8.597804e+04,3.819823e-04
4.583333e+00,4.023000e+01,2.608895e+01,9.047124e+03,1.524885e+02,1.668283e+03,2.779285e+01,1.246957e+02,1.048266e+04,2.653726e+01,1.413676e+03,2.113171e+03,1.319136e+01,3.243714e-01,8.593725e+04,3.819829e-04
4.666667e+00,4.023416e+01,2.609022e+01,9.046048e+03,1.552023e+02,1.668788e+03,2.829349e+01,1.269088e+02,1.048271e+04,2.653858e+01,1.413674e+03,2.113175e+03,1.318525e+01,3.243759e-01,8.589648e+04,3.819835e-04
4.750000e+00,4.023832e+01,2.609150e+01,9.044972e+03,1.579158e+02,1.669293e+03,2.879427e+01,1.291215e+02,1.048276e+04,2.653990e+01,1.413671e+03,2.113180e+03,1.317915e+01,3.243804e-01,8.585575e+04,3.819841e-04
4.833333e+00,4.024247e+01,2.609278e+01,9.043897e+03,1.606290e+02,1.669798e+03,2.929521e+01,1.313338e+02,1.048281e+04,2.654122e+01,1.413669e+03,2.113185e+03,1.317306e+01,3.243849e-01,8.581505e+04,3.819847e-04
4.916667e+00,4.024663e+01,2.609405e+01,9.042821e+03,1.633418e+02,1.670303e+03,2.979630e+01,1.335455e+02,1.048286e+04,2.654254e+01,1.413667e+03,2.113190e+03,1.316697e+01,3.243894e-01,8.577437e+04,3.819853e-04
5.000000e+00,4.025078e+01,2.609532e+01,9.041745e+03,1.660543e+02,1.670807e+03,3.029755e+01,1.357568e+02,1.048291e+04,2.654386e+01,1.413665e+03,2.113194e+03,1.316088e+01,3.243938e-01,8.573373e+04,3.819859e-04
5.083333e+00,4.025493e+01,2.609660e+01,9.040669e+03,1.687665e+02,1.671312e+03,3.079894e+01,1.379676e+02,1.048296e+04,2.654517e+01,1.413662e+03,2.113199e+03,1.315480e+01,3.243983e-01,8.569313e+04,3.819866e-04
5.166667e+00,4.025908e+01,2.609787e+01,9.039593e+03,1.714784e+02,1.671816e+03,3.130048e+01,1.401779e+02,1.048301e+04,2.654649e+01,1.413660e+03,2.113204e+03,1.314872e+01,3.244028e-01,8.565255e+04,3.819872e-04
5.250000e+00,4.026323e+01,2.609914e+01,9.038517e+03,1.741900e+02,1.672320e+03,3.180218e+01,1.423878e+02,1.048306e+04,2.654781e+01,1.413658e+03,2.113209e+03,1.314265e+01,3.244073e-01,8.561200e+04,3.819878e-04
5.333333e+00,4.026738e+01,2.610041e+01,9.037441e+03,1.769012e+02,1.672825e+03,3.230403e+01,1.445972e+02,1.048311e+04,2.654912e+01,1.413656e+03,2.113213e+03,1.313658e+01,3.244118e-01,8.557148e+04,3.819884e-04
5.416667e+00,4.027153e+01,2.610168e+01,9.036365e+03,1.796121e+02,1.673329e+03,3.280603e+01,1.468061e+02,1.048316e+04,2.655044e+01,1.413653e+03,2.113218e+03,1.313052e+01,3.244162e-01,8.553100e+04,3.819890e-04
5.500000e+00,4.027568e+01,2.610296e+01,9.035289e+03,1.823227e+02,1.673833e+03,3.330818e+01,1.490145e+02,1.048321e+04,2.655175e+01,1.413651e+03,2.113223e+03,1.312446e+01,3.244207e-01,8.549055e+04,3.819896e-04
5.583333e+00,4.027983e+01,2.610423e+01,9.034213e+03,1.850330e+02,1.674337e+03,3.381048e+01,1.512225e+02,1.048326e+04,2.655306e+01,1.413649e+03,2.113227e+03,1.311840e+01,3.244252e-01,8.545012e+04,3.819902e-04
5.666667e+00,4.028397e+01,2.610549e+01,9.033137e+03,1.877429e+02,1.674840e+03,3.431293e+01,1.534300e+02,1.048331e+04,2.655438e+01,1.413647e+03,2.113232e+03,1.311235e+01,3.244296e-01,8.540973e+04,3.819908e-04
5.750000e+00,4.028812e+01,2.610676e+01,9.032061e+03,1.904525e+02,1.675344e+03,3.481553e+01,1.556370e+02,1.048336e+04,2.655569e+01,1.413644e+03,2.113237e+03,1.310631e+01,3.244341e-01,8.536937e+04,3.819914e-04
5.833333e+00,4.029226e+01,2.610803e+01,9.030985e+03,1.931618e+02,1.675848e+03,3.531829e+01,1.578435e+02,1.048341e+04,2.655700e+01,1.413642e+03,2.113242e+03,1.310027e+01,3.244386e-01,8.532904e+04,3.819920e-04
5.916667e+00,4.029641e+01,2.610930e+01,9.029909e+03,1.958708e+02,1.676351e+03,3.582119e+01,1.600496e+02,1.048347e+04,2.655831e+01,1.413640e+03,2.113246e+03,1.309423e+01,3.244431e-01,8.528874e+04,3.819926e-04
6.000000e+00,4.030055e+01,2.611057e+01,9.028833e+03,1.985795e+02,1.676855e+03,3.632425e+01,1.622552e+02,1.048352e+04,2.655962e+01,1.413638e+03,2.113251e+03,1.308820e+01,3.244475e-01,8.524847e+04,3.819932e-04
6.083333e+00,4.030469e+01,2.611183e+01,9.027757e+03,2.012878e+02,1.677358e+03,3.682746e+01,1.644603e+02,1.048357e+04,2.656093e+01,1.413635e+03,2.113256e+03,1.308217e+01,3.244520e-01,8.520823e+04,3.819938e-04
6.166667e+00,4.030883e+01,2.611310e+01,9.026681e+03,2.039958e+02,1.677861e+03,3.733081e+01,1.666650e+02,1.048362e+04,2.656224e+01,1.413633e+03,2.113260e+03,1.307615e+01,3.244565e-01,8.516802e+04,3.819944e-04
6.250000e+00,4.031297e+01,2.611436e+01,9.025605e+03,2.067035e+02,1.678364e+03,3.783432e+01,1.688691e+02,1.048367e+04,2.656355e+01,1.413631e+03,2.113265e+03,1.307013e+01,3.244609e-01,8.512785e+04,3.819950e-04
6.333333e+00,4.031711e+01,2.611563e+01,9.024529e+03,2.094108e+02,1.678867e+03,3.833798e+01,1.710728e+02,1.048372e+04,2.656486e+01,1.413629e+03,2.113270e+03,1.306412e+01,3.244654e-01,8.508770e+04,3.819956e-04
6.416667e+00,4.032125e+01,2.611689e+01,9.023452e+03,2.121179e+02,1.679370e+03,3.884179e+01,1.732761e+02,1.048377e+04,2.656617e+01,1.413627e+03,2.113275e+03,1.305811e+01,3.244698e-01,8.504759e+04,3.819962e-04
6.500000e+00,4.032539e+01,2.611816e+01,9.022376e+03,2.148246e+02,1.679872e+03,3.934576e+01,1.754788e+02,1.048382e+04,2.656748e+01,1.413624e+03,2.113279e+03,1.305211e+01,3.244743e-01,8.500750e+04,3.819968e-04
6.583333e+00,4.032952e+01,2.611942e+01,9.021300e+03,2.175310e+02,1.680375e+03,3.984987e+01,1.776811e+02,1.048387e+04,2.656878e+01,1.413622e+03,2.113284e+03,1.304611e+01,3.244788e-01,8.496745e+04,3.819974e-04
6.666667e+00,4.033366e+01,2.612068e+01,9.020224e+03,2.202370e+02,1.680877e+03,4.035413e+01,1.798829e+02,1.048392e+04,2.657009e+01,1.413620e+03,2.113289e+03,1.304011e+01,3.244832e-01,8.492742e+04,3.819980e-04
6.750000e+00,4.033779e+01,2.612194e+01,9.019148e+03,2.229428e+02,1.681380e+03,4.085855e+01,1.820842e+02,1.048397e+04,2.657139e+01,1.413618e+03,2.113293e+03,1.303412e+01,3.244877e-01,8.488743e+04,3.819986e-04
6.833333e+00,4.034193e+01,2.612321e+01,9.018071e+03,2.256482e+02,1.681882e+03,4.136311e+01,1.842851e+02,1.048402e+04,2.657270e+01,1.413615e+03,2.113298e+03,1.302814e+01,3.244921e-01,8.484747e+04,3.819992e-04
6.916667e+00,4.034606e+01,2.612447e+01,9.016995e+03,2.283533e+02,1.682384e+03,4.186783e+01,1.864855e+02,1.048407e+04,2.657400e+01,1.413613e+03,2.113303e+03,1.302216e+01,3.244966e-01,8.480754e+04,3.819998e-04
7.000000e+00,4.035019e+01,2.612573e+01,9.015919e+03,2.310581e+02,1.682886e+03,4.237269e+01,1.886854e+02,1.048412e+04,2.657531e+01,1.413611e+03,2.113307e+03,1.301618e+01,3.245011e-01,8.476764e+04,3.820005e-04
7.083333e+00,4.035432e+01,2.612699e+01,9.014842e+03,2.337625e+02,1.683388e+03,4.287771e+01,1.908848e+02,1.048417e+04,2.657661e+01,1.413609e+03,2.113312e+03,1.301021e+01,3.245055e-01,8.472776e+04,3.820011e-04
7.166667e+00,4.035845e+01,2.612825e+01,9.013766e+03,2.364667e+02,1.683890e+03,4.338287e+01,1.930838e+02,1.048422e+04,2.657791e+01,1.413606e+03,2.113317e+03,1.300424e+01,3.245100e-01,8.468792e+04,3.820017e-04
7.250000e+00,4.036258e+01,2.612950e+01,9.012690e+03,2.391705e+02,1.684392e+03,4.388819e+01,1.952823e+02,1.048427e+04,2.657921e+01,1.413604e+03,2.113322e+03,1.299827e+01,3.245144e-01,8.464811e+04,3.820023e-04
7.333333e+00,4.036671e+01,2.613076e+01,9.011613e+03,2.418739e+02,1.684893e+03,4.439366e+01,1.974803e+02,1.048432e+04,2.658052e+01,1.413602e+03,2.113326e+03,1.299231e+01,3.245189e-01,8.460833e+04,3.820029e-04
7.416667e+00,4.037084e+01,2.613202e+01,9.010537e+03,2.445771e+02,1.685395e+03,4.489928e+01,1.996778e+02,1.048437e+04,2.658182e+01,1.413600e+03,2.113331e+03,1.298636e+01,3.245233e-01,8.456858e+04,3.820035e-04
7.500000e+00,4.037496e+01,2.613328e+01,9.009461e+03,2.472799e+02,1.685896e+03,4.540505e+01,2.018749e+02,1.048442e+04,2.658312e+01,1.413598e+03,2.113336e+03,1.298041e+01,3.245278e-01,8.452886e+04,3.820041e-04
7.583333e+00,4.037909e+01,2.613453e+01,9.008384e+03,2.499825e+02,1.686398e+03,4.591097e+01,2.040715e+02,1.048447e+04,2.658442e+01,1.413595e+03,2.113340e+03,1.297446e+01,3.245322e-01,8.448918e+04,3.820047e-04
7.666667e+00,4.038321e+01,2.613579e+01,9.007308e+03,2.526846e+02,1.686899e+03,4.641704e+01,2.062676e+02,1.048452e+04,2.658572e+01,1.413593e+03,2.113345e+03,1.296852e+01,3.245366e-01,8.444952e+04,3.820053e-04
7.750000e+00,4.038734e+01,2.613704e+01,9.006232e+03,2.553865e+02,1.687400e+03,4.692326e+01,2.084633e+02,1.048457e+04,2.658701e+01,1.413591e+03,2.113350e+03,1.296259e+01,3.245411e-01,8.440989e+04,3.820059e-04
7.833333e+00,4.039146e+01,2.613830e+01,9.005155e+03,2.580881e+02,1.687901e+03,4.742963e+01,2.106584e+02,1.048462e+04,2.658831e+01,1.413589e+03,2.113354e+03,1.295665e+01,3.245455e-01,8.437029e+04,3.820065e-04
7.916667e+00,4.039558e+01,2.613955e+01,9.004079e+03,2.607893e+02,1.688402e+03,4.793615e+01,2.128531e+02,1.048467e+04,2.658961e+01,1.413586e+03,2.113359e+03,1.295073e+01,3.245500e-01,8.433072e+04,3.820071e-04
8.000000e+00,4.039970e+01,2.614081e+01,9.003002e+03,2.634902e+02,1.688902e+03,4.844282e+01,2.150474e+02,1.048472e+04,2.659091e+01,1.413584e+03,2.113364e+03,1.294480e+01,3.245544e-01,8.429118e+04,3.820077e-04
8.083333e+00,4.040382e+01,2.614206e+01,9.001926e+03,2.661908e+02,1.689403e+03,4.894964e+01,2.172411e+02,1.048477e+04,2.659220e+01,1.413582e+03,2.113368e+03,1.293888e+01,3.245589e-01,8.425168e+04,3.820083e-04
8.166667e+00,4.040794e+01,2.614331e+01,9.000849e+03,2.688910e+02,1.689904e+03,4.945661e+01,2.194344e+02,1.048482e+04,2.659350e+01,1.413580e+03,2.113373e+03,1.293297e+01,3.245633e-01,8.421220e+04,3.820089e-04
8.250000e+00,4.041206e+01,2.614456e+01,8.999773e+03,2.715910e+02,1.690404e+03,4.996373e+01,2.216272e+02,1.048487e+04,2.659479e+01,1.413577e+03,2.113378e+03,1.292706e+01,3.245677e-01,8.417275e+04,3.820095e-04
8.333333e+00,4.041618e+01,2.614581e+01,8.998696e+03,2.742906e+02,1.690904e+03,5.047100e+01,2.238196e+02,1.048492e+04,2.659609e+01,1.413575e+03,2.113382e+03,1.292115e+01,3.245722e-01,8.413333e+04,3.820101e-04
8.416667e+00,4.042030e+01,2.614707e+01,8.997620e+03,2.769898e+02,1.691404e+03,5.097842e+01,2.260114e+02,1.048497e+04,2.659738e+01,1.413573e+03,2.113387e+03,1.291525e+01,3.245766e-01,8.409394e+04,3.820107e-04
8.500000e+00,4.042441e+01,2.614832e+01,8.996543e+03,2.796888e+02,1.691905e+03,5.148599e+01,2.282028e+02,1.048502e+04,2.659867e+01,1.413571e+03,2.113392e+03,1.290935e+01,3.245810e-01,8.405459e+04,3.820113e-04
8.583333e+00,4.042853e+01,2.614956e+01,8.995467e+03,2.823875e+02,1.692405e+03,5.199372e+01,2.303937e+02,1.048507e+04,2.659997e+01,1.413569e+03,2.113396e+03,1.290346e+01,3.245855e-01,8.401526e+04,3.820119e-04
8.666667e+00,4.043264e+01,2.615081e+01,8.994390e+03,2.850858e+02,1.692904e+03,5.250159e+01,2.325842e+02,1.048512e+04,2.660126e+01,1.413566e+03,2.113401e+03,1.289757e+01,3.245899e-01,8.397596e+04,3.820125e-04
8.750000e+00,4.043675e+01,2.615206e+01,8.993314e+03,2.877838e+02,1.693404e+03,5.300961e+01,2.347742e+02,1.048517e+04,2.660255e+01,1.413564e+03,2.113406e+03,1.289169e+01,3.245943e-01,8.393669e+04,3.820131e-04
8.833333e+00,4.044087e+01,2.615331e+01,8.992237e+03,2.904814e+02,1.693904e+03,5.351778e+01,2.369637e+02,1.048522e+04,2.660384e+01,1.413562e+03,2.113411e+03,1.288581e+01,3.245988e-01,8.389745e+04,3.820137e-04
