t_h,T_glucosa_C,U_W_m2C,Q_W,Q_acum_MJ,Q_perd_W,Q_perd_acum_MJ,Q_neto_acum_MJ,h_i_W_m2C,h_o_W_m2C,rho_kg_m3,Cp_J_kgC,mu_Pa_s,k_W_mC,Pr,beta_1C
2.416667e+00,4.152743e+01,2.647234e+01,8.699234e+03,8.013553e+01,0.000000e+00,0.000000e+00,8.013553e+01,1.049836e+04,2.693394e+01,1.412975e+03,2.114639e+03,1.143653e+01,3.257631e-01,7.423840e+04,3.821723e-04
2.500000e+00,4.157884e+01,2.648688e+01,8.684951e+03,8.274102e+01,0.000000e+00,0.000000e+00,8.274102e+01,1.049898e+04,2.694899e+01,1.412947e+03,2.114697e+03,1.137282e+01,3.258179e-01,7.381446e+04,3.821798e-04
2.583333e+00,4.163016e+01,2.650136e+01,8.670654e+03,8.534221e+01,0.000000e+00,0.000000e+00,8.534221e+01,1.049960e+04,2.696397e+01,1.412920e+03,2.114755e+03,1.130963e+01,3.258725e-01,7.339402e+04,3.821873e-04
2.666667e+00,4.168140e+01,2.651576e+01,8.656343e+03,8.793912e+01,0.000000e+00,0.000000e+00,8.793912e+01,1.050022e+04,2.697887e+01,1.412892e+03,2.114812e+03,1.124696e+01,3.259271e-01,7.297707e+04,3.821948e-04
2.750000e+00,4.173256e+01,2.653008e+01,8.642019e+03,9.053172e+01,0.000000e+00,0.000000e+00,9.053172e+01,1.050083e+04,2.699370e+01,1.412864e+03,2.114870e+03,1.118479e+01,3.259815e-01,7.256355e+04,3.822023e-04
2.833333e+00,4.178363e+01,2.654433e+01,8.627682e+03,9.312003e+01,0.000000e+00,0.000000e+00,9.312003e+01,1.050145e+04,2.700844e+01,1.412837e+03,2.114927e+03,1.112313e+01,3.260359e-01,7.215344e+04,3.822097e-04
2.916667e+00,4.183461e+01,2.655850e+01,8.613332e+03,9.570403e+01,0.000000e+00,0.000000e+00,9.570403e+01,1.050206e+04,2.702311e+01,1.412809e+03,2.114985e+03,1.106197e+01,3.260901e-01,7.174671e+04,3.822172e-04
3.000000e+00,4.188551e+01,2.657260e+01,8.598968e+03,9.828372e+01,0.000000e+00,0.000000e+00,9.828372e+01,1.050268e+04,2.703770e+01,1.412782e+03,2.115042e+03,1.100130e+01,3.261442e-01,7.134332e+04,3.822246e-04
3.083333e+00,4.193633e+01,2.658662e+01,8.584592e+03,1.008591e+02,0.000000e+00,0.000000e+00,1.008591e+02,1.050329e+04,2.705222e+01,1.412754e+03,2.115099e+03,1.094112e+01,3.261981e-01,7.094324e+04,3.822320e-04
3.166667e+00,4.198706e+01,2.660057e+01,8.570204e+03,1.034302e+02,0.000000e+00,0.000000e+00,1.034302e+02,1.050390e+04,2.706666e+01,1.412727e+03,2.115156e+03,1.088143e+01,3.262520e-01,7.054643e+04,3.822395e-04
3.250000e+00,4.203770e+01,2.661444e+01,8.555804e+03,1.059969e+02,0.000000e+00,0.000000e+00,1.059969e+02,1.050451e+04,2.708102e+01,1.412700e+03,2.115212e+03,1.082222e+01,3.263057e-01,7.015288e+04,3.822469e-04
3.333333e+00,4.208826e+01,2.662824e+01,8.541392e+03,1.085593e+02,0.000000e+00,0.000000e+00,1.085593e+02,1.050512e+04,2.709530e+01,1.412672e+03,2.115269e+03,1.076348e+01,3.263594e-01,6.976253e+04,3.822542e-04
3.416667e+00,4.213873e+01,2.664196e+01,8.526968e+03,1.111174e+02,0.000000e+00,0.000000e+00,1.111174e+02,1.050572e+04,2.710950e+01,1.412645e+03,2.115325e+03,1.070522e+01,3.264129e-01,6.937537e+04,3.822616e-04
3.500000e+00,4.218912e+01,2.665561e+01,8.512533e+03,1.136712e+02,0.000000e+00,0.000000e+00,1.136712e+02,1.050633e+04,2.712363e+01,1.412618e+03,2.115382e+03,1.064742e+01,3.264663e-01,6.899137e+04,3.822690e-04
3.583333e+00,4.223942e+01,2.666919e+01,8.498087e+03,1.162206e+02,0.000000e+00,0.000000e+00,1.162206e+02,1.050694e+04,2.713768e+01,1.412591e+03,2.115438e+03,1.059008e+01,3.265196e-01,6.861048e+04,3.822763e-04
3.666667e+00,4.228963e+01,2.668268e+01,8.483630e+03,1.187657e+02,0.000000e+00,0.000000e+00,1.187657e+02,1.050754e+04,2.715165e+01,1.412564e+03,2.115494e+03,1.053320e+01,3.265727e-01,6.823269e+04,3.822837e-04
3.750000e+00,4.233976e+01,2.669611e+01,8.469162e+03,1.213064e+02,0.000000e+00,0.000000e+00,1.213064e+02,1.050814e+04,2.716554e+01,1.412537e+03,2.115550e+03,1.047678e+01,3.266258e-01,6.785796e+04,3.822910e-04
3.833333e+00,4.238980e+01,2.670945e+01,8.454684e+03,1.238428e+02,0.000000e+00,0.000000e+00,1.238428e+02,1.050874e+04,2.717936e+01,1.412510e+03,2.115606e+03,1.042081e+01,3.266787e-01,6.748626e+04,3.822983e-04
3.916667e+00,4.243976e+01,2.672273e+01,8.440196e+03,1.263749e+02,0.000000e+00,0.000000e+00,1.263749e+02,1.050935e+04,2.719310e+01,1.412483e+03,2.115662e+03,1.036528e+01,3.267315e-01,6.711757e+04,3.823056e-04
4.000000e+00,4.248963e+01,2.673592e+01,8.425697e+03,1.289026e+02,0.000000e+00,0.000000e+00,1.289026e+02,1.050994e+04,2.720676e+01,1.412456e+03,2.115718e+03,1.031019e+01,3.267842e-01,6.675185e+04,3.823129e-04
4.083333e+00,4.253942e+01,2.674905e+01,8.411189e+03,1.314260e+02,0.000000e+00,0.000000e+00,1.314260e+02,1.051054e+04,2.722035e+01,1.412429e+03,2.115773e+03,1.025554e+01,3.268368e-01,6.638908e+04,3.823202e-04
4.166667e+00,4.258911e+01,2.676209e+01,8.396671e+03,1.339450e+02,0.000000e+00,0.000000e+00,1.339450e+02,1.051114e+04,2.723386e+01,1.412402e+03,2.115829e+03,1.020132e+01,3.268892e-01,6.602923e+04,3.823274e-04
4.250000e+00,4.263873e+01,2.677507e+01,8.382144e+03,1.364596e+02,0.000000e+00,0.000000e+00,1.364596e+02,1.051174e+04,2.724729e+01,1.412375e+03,2.115884e+03,1.014753e+01,3.269416e-01,6.567227e+04,3.823347e-04
4.333333e+00,4.268825e+01,2.678796e+01,8.367608e+03,1.389699e+02,0.000000e+00,0.000000e+00,1.389699e+02,1.051233e+04,2.726064e+01,1.412348e+03,2.115939e+03,1.009416e+01,3.269938e-01,6.531817e+04,3.823419e-04
4.416667e+00,4.273769e+01,2.680079e+01,8.353063e+03,1.414758e+02,0.000000e+00,0.000000e+00,1.414758e+02,1.051292e+04,2.727391e+01,1.412322e+03,2.115994e+03,1.004122e+01,3.270459e-01,6.496691e+04,3.823492e-04
4.500000e+00,4.278704e+01,2.681353e+01,8.338510e+03,1.439774e+02,0.000000e+00,0.000000e+00,1.439774e+02,1.051352e+04,2.728711e+01,1.412295e+03,2.116049e+03,9.988690e+00,3.270979e-01,6.461845e+04,3.823564e-04
4.583333e+00,4.283631e+01,2.682621e+01,8.323948e+03,1.464745e+02,0.000000e+00,0.000000e+00,1.464745e+02,1.051411e+04,2.730023e+01,1.412268e+03,2.116104e+03,9.936575e+00,3.271498e-01,6.427278e+04,3.823636e-04
4.666667e+00,4.288549e+01,2.683880e+01,8.309378e+03,1.489674e+02,0.000000e+00,0.000000e+00,1.489674e+02,1.051470e+04,2.731328e+01,1.412242e+03,2.116159e+03,9.884869e+00,3.272016e-01,6.392987e+04,3.823708e-04
4.750000e+00,4.293459e+01,2.685133e+01,8.294800e+03,1.514558e+02,0.000000e+00,0.000000e+00,1.514558e+02,1.051529e+04,2.732624e+01,1.412215e+03,2.116214e+03,9.833568e+00,3.272532e-01,6.358968e+04,3.823779e-04
4.833333e+00,4.298359e+01,2.686378e+01,8.280214e+03,1.539399e+02,0.000000e+00,0.000000e+00,1.539399e+02,1.051587e+04,2.733913e+01,1.412189e+03,2.116268e+03,9.782668e+00,3.273048e-01,6.325220e+04,3.823851e-04
4.916667e+00,4.303251e+01,2.687615e+01,8.265621e+03,1.564195e+02,0.000000e+00,0.000000e+00,1.564195e+02,1.051646e+04,2.735194e+01,1.412162e+03,2.116322e+03,9.732166e+00,3.273562e-01,6.291740e+04,3.823923e-04
5.000000e+00,4.308135e+01,2.688845e+01,8.251020e+03,1.588949e+02,0.000000e+00,0.000000e+00,1.588949e+02,1.051705e+04,2.736468e+01,1.412136e+03,2.116377e+03,9.682058e+00,3.274075e-01,6.258525e+04,3.823994e-04
5.083333e+00,4.313009e+01,2.690067e+01,8.236413e+03,1.613658e+02,0.000000e+00,0.000000e+00,1.613658e+02,1.051763e+04,2.737734e+01,1.412110e+03,2.116431e+03,9.632340e+00,3.274587e-01,6.225573e+04,3.824065e-04
5.166667e+00,4.317876e+01,2.691282e+01,8.221798e+03,1.638323e+02,0.000000e+00,0.000000e+00,1.638323e+02,1.051821e+04,2.738992e+01,1.412083e+03,2.116485e+03,9.583009e+00,3.275098e-01,6.192882e+04,3.824137e-04
5.250000e+00,4.322733e+01,2.692490e+01,8.207178e+03,1.662945e+02,0.000000e+00,0.000000e+00,1.662945e+02,1.051880e+04,2.740242e+01,1.412057e+03,2.116539e+03,9.534061e+00,3.275607e-01,6.160448e+04,3.824208e-04
5.333333e+00,4.327582e+01,2.693690e+01,8.192550e+03,1.687522e+02,0.000000e+00,0.000000e+00,1.687522e+02,1.051938e+04,2.741484e+01,1.412031e+03,2.116593e+03,9.485492e+00,3.276116e-01,6.128270e+04,3.824278e-04
5.416667e+00,4.332422e+01,2.694883e+01,8.177917e+03,1.712056e+02,0.000000e+00,0.000000e+00,1.712056e+02,1.051996e+04,2.742719e+01,1.412005e+03,2.116646e+03,9.437299e+00,3.276623e-01,6.096345e+04,3.824349e-04
5.500000e+00,4.337253e+01,2.696068e+01,8.163278e+03,1.736546e+02,0.000000e+00,0.000000e+00,1.736546e+02,1.052054e+04,2.743947e+01,1.411979e+03,2.116700e+03,9.389480e+00,3.277129e-01,6.064670e+04,3.824420e-04
5.583333e+00,4.342076e+01,2.697245e+01,8.148632e+03,1.760992e+02,0.000000e+00,0.000000e+00,1.760992e+02,1.052111e+04,2.745166e+01,1.411953e+03,2.116753e+03,9.342029e+00,3.277634e-01,6.033244e+04,3.824490e-04
5.666667e+00,4.346889e+01,2.698416e+01,8.133982e+03,1.785394e+02,0.000000e+00,0.000000e+00,1.785394e+02,1.052169e+04,2.746378e+01,1.411927e+03,2.116806e+03,9.294944e+00,3.278138e-01,6.002064e+04,3.824561e-04
5.750000e+00,4.351695e+01,2.699578e+01,8.119326e+03,1.809752e+02,0.000000e+00,0.000000e+00,1.809752e+02,1.052226e+04,2.747582e+01,1.411901e+03,2.116860e+03,9.248221e+00,3.278641e-01,5.971128e+04,3.824631e-04
5.833333e+00,4.356491e+01,2.700734e+01,8.104665e+03,1.834066e+02,0.000000e+00,0.000000e+00,1.834066e+02,1.052284e+04,2.748779e+01,1.411875e+03,2.116913e+03,9.201857e+00,3.279143e-01,5.940433e+04,3.824701e-04
5.916667e+00,4.361279e+01,2.701882e+01,8.090000e+03,1.858336e+02,0.000000e+00,0.000000e+00,1.858336e+02,1.052341e+04,2.749967e+01,1.411849e+03,2.116966e+03,9.155849e+00,3.279643e-01,5.909978e+04,3.824771e-04
6.000000e+00,4.366058e+01,2.703022e+01,8.075329e+03,1.882562e+02,0.000000e+00,0.000000e+00,1.882562e+02,1.052398e+04,2.751148e+01,1.411823e+03,2.117018e+03,9.110194e+00,3.280142e-01,5.879760e+04,3.824841e-04
6.083333e+00,4.370829e+01,2.704155e+01,8.060654e+03,1.906744e+02,0.000000e+00,0.000000e+00,1.906744e+02,1.052455e+04,2.752322e+01,1.411798e+03,2.117071e+03,9.064888e+00,3.280641e-01,5.849776e+04,3.824911e-04
6.166667e+00,4.375590e+01,2.705281e+01,8.045976e+03,1.930882e+02,0.000000e+00,0.000000e+00,1.930882e+02,1.052512e+04,2.753488e+01,1.411772e+03,2.117124e+03,9.019928e+00,3.281138e-01,5.820025e+04,3.824981e-04
6.250000e+00,4.380343e+01,2.706399e+01,8.031293e+03,1.954975e+02,0.000000e+00,0.000000e+00,1.954975e+02,1.052569e+04,2.754646e+01,1.411746e+03,2.117176e+03,8.975311e+00,3.281634e-01,5.790505e+04,3.825050e-04
6.333333e+00,4.385088e+01,2.707510e+01,8.016606e+03,1.979025e+02,0.000000e+00,0.000000e+00,1.979025e+02,1.052626e+04,2.755796e+01,1.411721e+03,2.117229e+03,8.931033e+00,3.282128e-01,5.761213e+04,3.825120e-04
6.416667e+00,4.389823e+01,2.708614e+01,8.001916e+03,2.003031e+02,0.000000e+00,0.000000e+00,2.003031e+02,1.052682e+04,2.756939e+01,1.411695e+03,2.117281e+03,8.887093e+00,3.282622e-01,5.732147e+04,3.825189e-04
6.500000e+00,4.394550e+01,2.709710e+01,7.987222e+03,2.026993e+02,0.000000e+00,0.000000e+00,2.026993e+02,1.052739e+04,2.758074e+01,1.411669e+03,2.117333e+03,8.843486e+00,3.283114e-01,5.703305e+04,3.825258e-04
6.583333e+00,4.399268e+01,2.710799e+01,7.972525e+03,2.050910e+02,0.000000e+00,0.000000e+00,2.050910e+02,1.052795e+04,2.759202e+01,1.411644e+03,2.117385e+03,8.800209e+00,3.283606e-01,5.674686e+04,3.825327e-04
6.666667e+00,4.403978e+01,2.711880e+01,7.957826e+03,2.074784e+02,0.000000e+00,0.000000e+00,2.074784e+02,1.052851e+04,2.760322e+01,1.411619e+03,2.117437e+03,8.757261e+00,3.284096e-01,5.646286e+04,3.825396e-04
6.750000e+00,4.408678e+01,2.712954e+01,7.943123e+03,2.098613e+02,0.000000e+00,0.000000e+00,2.098613e+02,1.052907e+04,2.761434e+01,1.411593e+03,2.117489e+03,8.714637e+00,3.284585e-01,5.618105e+04,3.825465e-04
6.833333e+00,4.413370e+01,2.714021e+01,7.928418e+03,2.122398e+02,0.000000e+00,0.000000e+00,2.122398e+02,1.052963e+04,2.762539e+01,1.411568e+03,2.117540e+03,8.672334e+00,3.285073e-01,5.590139e+04,3.825534e-04
6.916667e+00,4.418054e+01,2.715080e+01,7.913711e+03,2.146140e+02,0.000000e+00,0.000000e+00,2.146140e+02,1.053019e+04,2.763636e+01,1.411543e+03,2.117592e+03,8.630351e+00,3.285560e-01,5.562388e+04,3.825602e-04
7.000000e+00,4.422728e+01,2.716132e+01,7.899002e+03,2.169837e+02,0.000000e+00,0.000000e+00,2.169837e+02,1.053075e+04,2.764725e+01,1.411517e+03,2.117643e+03,8.588683e+00,3.286046e-01,5.534849e+04,3.825671e-04
7.083333e+00,4.427394e+01,2.717176e+01,7.884290e+03,2.193489e+02,0.000000e+00,0.000000e+00,2.193489e+02,1.053131e+04,2.765807e+01,1.411492e+03,2.117695e+03,8.547329e+00,3.286530e-01,5.507520e+04,3.825739e-04
7.166667e+00,4.432051e+01,2.718213e+01,7.869577e+03,2.217098e+02,0.000000e+00,0.000000e+00,2.217098e+02,1.053186e+04,2.766881e+01,1.411467e+03,2.117746e+03,8.506284e+00,3.287014e-01,5.480399e+04,3.825807e-04
7.250000e+00,4.436699e+01,2.719243e+01,7.854863e+03,2.240663e+02,0.000000e+00,0.000000e+00,2.240663e+02,1.053242e+04,2.767948e+01,1.411442e+03,2.117797e+03,8.465548e+00,3.287496e-01,5.453485e+04,3.825875e-04
7.333333e+00,4.441339e+01,2.720266e+01,7.840147e+03,2.264183e+02,0.000000e+00,0.000000e+00,2.264183e+02,1.053297e+04,2.769007e+01,1.411417e+03,2.117848e+03,8.425116e+00,3.287977e-01,5.426775e+04,3.825943e-04
7.416667e+00,4.445970e+01,2.721281e+01,7.825431e+03,2.287659e+02,0.000000e+00,0.000000e+00,2.287659e+02,1.053352e+04,2.770059e+01,1.411392e+03,2.117899e+03,8.384986e+00,3.288458e-01,5.400267e+04,3.826011e-04
7.500000e+00,4.450592e+01,2.722289e+01,7.810713e+03,2.311092e+02,0.000000e+00,0.000000e+00,2.311092e+02,1.053407e+04,2.771103e+01,1.411367e+03,2.117949e+03,8.345155e+00,3.288937e-01,5.373961e+04,3.826078e-04
7.583333e+00,4.455205e+01,2.723289e+01,7.795994e+03,2.334480e+02,0.000000e+00,0.000000e+00,2.334480e+02,1.053462e+04,2.772139e+01,1.411342e+03,2.118000e+03,8.305621e+00,3.289414e-01,5.347853e+04,3.826146e-04
7.666667e+00,4.459810e+01,2.724282e+01,7.781276e+03,2.357823e+02,0.000000e+00,0.000000e+00,2.357823e+02,1.053517e+04,2.773168e+01,1.411317e+03,2.118050e+03,8.266381e+00,3.289891e-01,5.321942e+04,3.826213e-04
7.750000e+00,4.464406e+01,2.725268e+01,7.766556e+03,2.381123e+02,0.000000e+00,0.000000e+00,2.381123e+02,1.053572e+04,2.774189e+01,1.411292e+03,2.118101e+03,8.227432e+00,3.290367e-01,5.296227e+04,3.826281e-04
7.833333e+00,4.468993e+01,2.726247e+01,7.751837e+03,2.404379e+02,0.000000e+00,0.000000e+00,2.404379e+02,1.053627e+04,2.775203e+01,1.411267e+03,2.118151e+03,8.188772e+00,3.290841e-01,5.270706e+04,3.826348e-04
7.916667e+00,4.473572e+01,2.727219e+01,7.737118e+03,2.427590e+02,0.000000e+00,0.000000e+00,2.427590e+02,1.053681e+04,2.776209e+01,1.411243e+03,2.118201e+03,8.150398e+00,3.291315e-01,5.245376e+04,3.826415e-04
8.000000e+00,4.478141e+01,2.728183e+01,7.722399e+03,2.450757e+02,0.000000e+00,0.000000e+00,2.450757e+02,1.053735e+04,2.777208e+01,1.411218e+03,2.118251e+03,8.112307e+00,3.291787e-01,5.220236e+04,3.826482e-04
8.083333e+00,4.482702e+01,2.729139e+01,7.707681e+03,2.473880e+02,0.000000e+00,0.000000e+00,2.473880e+02,1.053790e+04,2.778199e+01,1.411193e+03,2.118301e+03,8.074498e+00,3.292258e-01,5.195285e+04,3.826548e-04
8.166667e+00,4.487255e+01,2.730089e+01,7.692963e+03,2.496959e+02,0.000000e+00,0.000000e+00,2.496959e+02,1.053844e+04,2.779183e+01,1.411169e+03,2.118351e+03,8.036968e+00,3.292728e-01,5.170520e+04,3.826615e-04
8.250000e+00,4.491798e+01,2.731031e+01,7.678247e+03,2.519994e+02,0.000000e+00,0.000000e+00,2.519994e+02,1.053898e+04,2.780159e+01,1.411144e+03,2.118401e+03,7.999713e+00,3.293197e-01,5.145941e+04,3.826682e-04
8.333333e+00,4.496333e+01,2.731967e+01,7.663531e+03,2.542984e+02,0.000000e+00,0.000000e+00,2.542984e+02,1.053952e+04,2.781127e+01,1.411120e+03,2.118450e+03,7.962733e+00,3.293665e-01,5.121545e+04,3.826748e-04
8.416667e+00,4.500859e+01,2.732894e+01,7.648817e+03,2.565931e+02,0.000000e+00,0.000000e+00,2.565931e+02,1.054006e+04,2.782089e+01,1.411095e+03,2.118500e+03,7.926023e+00,3.294132e-01,5.097330e+04,3.826814e-04
8.500000e+00,4.505377e+01,2.733815e+01,7.634104e+03,2.588833e+02,0.000000e+00,0.000000e+00,2.588833e+02,1.054059e+04,2.783042e+01,1.411071e+03,2.118549e+03,7.889583e+00,3.294597e-01,5.073296e+04,3.826881e-04
8.583333e+00,4.509885e+01,2.734728e+01,7.619392e+03,2.611691e+02,0.000000e+00,0.000000e+00,2.611691e+02,1.054113e+04,2.783989e+01,1.411047e+03,2.118598e+03,7.853409e+00,3.295062e-01,5.049440e+04,3.826947e-04
8.666667e+00,4.514385e+01,2.735635e+01,7.604683e+03,2.634505e+02,0.000000e+00,0.000000e+00,2.634505e+02,1.054167e+04,2.784927e+01,1.411022e+03,2.118647e+03,7.817499e+00,3.295525e-01,5.025761e+04,3.827012e-04
8.750000e+00,4.518877e+01,2.736534e+01,7.589976e+03,2.657275e+02,0.000000e+00,0.000000e+00,2.657275e+02,1.054220e+04,2.785859e+01,1.410998e+03,2.118696e+03,7.781852e+00,3.295988e-01,5.002258e+04,3.827078e-04
8.833333e+00,4.523359e+01,2.737426e+01,7.575270e+03,2.680001e+02,0.000000e+00,0.000000e+00,2.680001e+02,1.054273e+04,2.786783e+01,1.410974e+03,2.118745e+03,7.746463e+00,3.296449e-01,4.978928e+04,3.827144e-04
