t_h,T_glucosa_C,U_W_m2C,Q_W,Q_acum_MJ,Q_perd_W,Q_perd_acum_MJ,Q_neto_acum_MJ,h_i_W_m2C,h_o_W_m2C,rho_kg_m3,Cp_J_kgC,mu_Pa_s,k_W_mC,Pr,beta_1C
1.583333e+00,4.012746e+01,2.605737e+01,9.073582e+03,5.453953e+01,1.655824e+03,9.888526e+00,4.465100e+01,1.048142e+04,2.650460e+01,1.413731e+03,2.113054e+03,1.334299e+01,3.242607e-01,8.694998e+04,3.819680e-04
1.666667e+00,4.013415e+01,2.605944e+01,9.071861e+03,5.726109e+01,1.656636e+03,1.038552e+01,4.687557e+01,1.048150e+04,2.650674e+01,1.413728e+03,2.113062e+03,1.333304e+01,3.242679e-01,8.688353e+04,3.819689e-04
1.750000e+00,4.014083e+01,2.606150e+01,9.070141e+03,5.998213e+01,1.657448e+03,1.088275e+01,4.909938e+01,1.048158e+04,2.650887e+01,1.413724e+03,2.113069e+03,1.332311e+01,3.242752e-01,8.681716e+04,3.819699e-04
1.833333e+00,4.014751e+01,2.606356e+01,9.068420e+03,6.270265e+01,1.658260e+03,1.138023e+01,5.132243e+01,1.048166e+04,2.651100e+01,1.413720e+03,2.113077e+03,1.331318e+01,3.242824e-01,8.675087e+04,3.819709e-04
1.916667e+00,4.015419e+01,2.606562e+01,9.066700e+03,6.542266e+01,1.659071e+03,1.187795e+01,5.354471e+01,1.048174e+04,2.651313e+01,1.413717e+03,2.113084e+03,1.330327e+01,3.242896e-01,8.668466e+04,3.819719e-04
2.000000e+00,4.016087e+01,2.606768e+01,9.064979e+03,6.814216e+01,1.659883e+03,1.237592e+01,5.576624e+01,1.048182e+04,2.651526e+01,1.413713e+03,2.113092e+03,1.329337e+01,3.242968e-01,8.661854e+04,3.819728e-04
2.083333e+00,4.016754e+01,2.606974e+01,9.063258e+03,7.086114e+01,1.660694e+03,1.287412e+01,5.798701e+01,1.048190e+04,2.651739e+01,1.413710e+03,2.113100e+03,1.328348e+01,3.243040e-01,8.655249e+04,3.819738e-04
2.166667e+00,4.017422e+01,2.607179e+01,9.061538e+03,7.357960e+01,1.661504e+03,1.337257e+01,6.020702e+01,1.048198e+04,2.651952e+01,1.413706e+03,2.113107e+03,1.327360e+01,3.243112e-01,8.648653e+04,3.819748e-04
2.250000e+00,4.018089e+01,2.607385e+01,9.059817e+03,7.629754e+01,1.662315e+03,1.387127e+01,6.242627e+01,1.048206e+04,2.652164e+01,1.413702e+03,2.113115e+03,1.326374e+01,3.243184e-01,8.642064e+04,3.819757e-04
2.333333e+00,4.018755e+01,2.607590e+01,9.058096e+03,7.901497e+01,1.663125e+03,1.437021e+01,6.464476e+01,1.048214e+04,2.652376e+01,1.413699e+03,2.113122e+03,1.325389e+01,3.243256e-01,8.635484e+04,3.819767e-04
2.416667e+00,4.019422e+01,2.607795e+01,9.056375e+03,8.173188e+01,1.663935e+03,1.486939e+01,6.686250e+01,1.048223e+04,2.652588e+01,1.413695e+03,2.113130e+03,1.324405e+01,3.243328e-01,8.628912e+04,3.819777e-04
2.500000e+00,4.020088e+01,2.608000e+01,9.054654e+03,8.444828e+01,1.664744e+03,1.536881e+01,6.907947e+01,1.048231e+04,2.652800e+01,1.413692e+03,2.113138e+03,1.323422e+01,3.243400e-01,8.622348e+04,3.819787e-04
2.583333e+00,4.020754e+01,2.608205e+01,9.052933e+03,8.716416e+01,1.665554e+03,1.586848e+01,7.129568e+01,1.048239e+04,2.653012e+01,1.413688e+03,2.113145e+03,1.322440e+01,3.243472e-01,8.615792e+04,3.819796e-04
2.666667e+00,4.021420e+01,2.608409e+01,9.051212e+03,8.987952e+01,1.666363e+03,1.636838e+01,7.351114e+01,1.048247e+04,2.653224e+01,1.413684e+03,2.113153e+03,1.321460e+01,3.243544e-01,8.609244e+04,3.819806e-04
2.750000e+00,4.022086e+01,2.608614e+01,9.049491e+03,9.259437e+01,1.667171e+03,1.686854e+01,7.572583e+01,1.048255e+04,2.653436e+01,1.413681e+03,2.113160e+03,1.320480e+01,3.243615e-01,8.602704e+04,3.819816e-04
2.833333e+00,4.022751e+01,2.608818e+01,9.047769e+03,9.530870e+01,1.667980e+03,1.736893e+01,7.793977e+01,1.048263e+04,2.653647e+01,1.413677e+03,2.113168e+03,1.319502e+01,3.243687e-01,8.596172e+04,3.819825e-04
2.916667e+00,4.023416e+01,2.609022e+01,9.046048e+03,9.802252e+01,1.668788e+03,1.786957e+01,8.015295e+01,1.048271e+04,2.653858e+01,1.413674e+03,2.113175e+03,1.318525e+01,3.243759e-01,8.589648e+04,3.819835e-04
3.000000e+00,4.024081e+01,2.609227e+01,9.044327e+03,1.007358e+02,1.669596e+03,1.837045e+01,8.236537e+01,1.048279e+04,2.654069e+01,1.413670e+03,2.113183e+03,1.317549e+01,3.243831e-01,8.583132e+04,3.819845e-04
3.083333e+00,4.024746e+01,2.609430e+01,9.042606e+03,1.034486e+02,1.670403e+03,1.887157e+01,8.457703e+01,1.048287e+04,2.654280e+01,1.413666e+03,2.113191e+03,1.316575e+01,3.243903e-01,8.576624e+04,3.819855e-04
3.166667e+00,4.025410e+01,2.609634e+01,9.040884e+03,1.061609e+02,1.671211e+03,1.937293e+01,8.678793e+01,1.048295e+04,2.654491e+01,1.413663e+03,2.113198e+03,1.315601e+01,3.243974e-01,8.570124e+04,3.819864e-04
3.250000e+00,4.026074e+01,2.609838e+01,9.039163e+03,1.088726e+02,1.672018e+03,1.987453e+01,8.899807e+01,1.048303e+04,2.654702e+01,1.413659e+03,2.113206e+03,1.314629e+01,3.244046e-01,8.563632e+04,3.819874e-04
3.333333e+00,4.026738e+01,2.610041e+01,9.037441e+03,1.115838e+02,1.672825e+03,2.037638e+01,9.120746e+01,1.048311e+04,2.654912e+01,1.413656e+03,2.113213e+03,1.313658e+01,3.244118e-01,8.557148e+04,3.819884e-04
3.416667e+00,4.027402e+01,2.610245e+01,9.035720e+03,1.142946e+02,1.673631e+03,2.087847e+01,9.341609e+01,1.048319e+04,2.655122e+01,1.413652e+03,2.113221e+03,1.312688e+01,3.244189e-01,8.550672e+04,3.819893e-04
3.500000e+00,4.028066e+01,2.610448e+01,9.033998e+03,1.170048e+02,1.674437e+03,2.138080e+01,9.562395e+01,1.048327e+04,2.655333e+01,1.413648e+03,2.113228e+03,1.311719e+01,3.244261e-01,8.544204e+04,3.819903e-04
3.583333e+00,4.028729e+01,2.610651e+01,9.032276e+03,1.197144e+02,1.675243e+03,2.188338e+01,9.783106e+01,1.048335e+04,2.655543e+01,1.413645e+03,2.113236e+03,1.310752e+01,3.244332e-01,8.537744e+04,3.819913e-04
3.666667e+00,4.029392e+01,2.610854e+01,9.030555e+03,1.224236e+02,1.676049e+03,2.238619e+01,1.000374e+02,1.048343e+04,2.655753e+01,1.413641e+03,2.113243e+03,1.309785e+01,3.244404e-01,8.531291e+04,3.819922e-04
3.750000e+00,4.030055e+01,2.611057e+01,9.028833e+03,1.251323e+02,1.676855e+03,2.288925e+01,1.022430e+02,1.048352e+04,2.655962e+01,1.413638e+03,2.113251e+03,1.308820e+01,3.244475e-01,8.524847e+04,3.819932e-04
3.833333e+00,4.030718e+01,2.611259e+01,9.027111e+03,1.278404e+02,1.677660e+03,2.339254e+01,1.044478e+02,1.048360e+04,2.656172e+01,1.413634e+03,2.113259e+03,1.307856e+01,3.244547e-01,8.518410e+04,3.819942e-04
3.916667e+00,4.031380e+01,2.611462e+01,9.025389e+03,1.305480e+02,1.678465e+03,2.389608e+01,1.066519e+02,1.048368e+04,2.656381e+01,1.413631e+03,2.113266e+03,1.306893e+01,3.244618e-01,8.511982e+04,3.819951e-04
4.000000e+00,4.032042e+01,2.611664e+01,9.023668e+03,1.332551e+02,1.679269e+03,2.439987e+01,1.088552e+02,1.048376e+04,2.656591e+01,1.413627e+03,2.113274e+03,1.305931e+01,3.244690e-01,8.505561e+04,3.819961e-04
4.083333e+00,4.032704e+01,2.611866e+01,9.021946e+03,1.359617e+02,1.680073e+03,2.490389e+01,1.110578e+02,1.048384e+04,2.656800e+01,1.413623e+03,2.113281e+03,1.304971e+01,3.244761e-01,8.499148e+04,3.819971e-04
4.166667e+00,4.033366e+01,2.612068e+01,9.020224e+03,1.386678e+02,1.680877e+03,2.540815e+01,1.132596e+02,1.048392e+04,2.657009e+01,1.413620e+03,2.113289e+03,1.304011e+01,3.244832e-01,8.492742e+04,3.819980e-04
4.250000e+00,4.034027e+01,2.612270e+01,9.018502e+03,1.413733e+02,1.681681e+03,2.591265e+01,1.154607e+02,1.048400e+04,2.657218e+01,1.413616e+03,2.113296e+03,1.303053e+01,3.244904e-01,8.486345e+04,3.819990e-04
4.333333e+00,4.034689e+01,2.612472e+01,9.016780e+03,1.440783e+02,1.682485e+03,2.641740e+01,1.176609e+02,1.048408e+04,2.657426e+01,1.413613e+03,2.113304e+03,1.302096e+01,3.244975e-01,8.479955e+04,3.820000e-04
4.416667e+00,4.035350e+01,2.612673e+01,9.015058e+03,1.467829e+02,1.683288e+03,2.692239e+01,1.198605e+02,1.048416e+04,2.657635e+01,1.413609e+03,2.113311e+03,1.301140e+01,3.245046e-01,8.473574e+04,3.820009e-04
4.500000e+00,4.036010e+01,2.612875e+01,9.013336e+03,1.494869e+02,1.684091e+03,2.742761e+01,1.220592e+02,1.048424e+04,2.657843e+01,1.413606e+03,2.113319e+03,1.300185e+01,3.245117e-01,8.467200e+04,3.820019e-04
4.583333e+00,4.036671e+01,2.613076e+01,9.011613e+03,1.521903e+02,1.684893e+03,2.793308e+01,1.242573e+02,1.048432e+04,2.658052e+01,1.413602e+03,2.113326e+03,1.299231e+01,3.245189e-01,8.460833e+04,3.820029e-04
4.666667e+00,4.037331e+01,2.613277e+01,9.009891e+03,1.548933e+02,1.685696e+03,2.843879e+01,1.264545e+02,1.048440e+04,2.658260e+01,1.413598e+03,2.113334e+03,1.298279e+01,3.245260e-01,8.454475e+04,3.820038e-04
4.750000e+00,4.037991e+01,2.613478e+01,9.008169e+03,1.575958e+02,1.686498e+03,2.894474e+01,1.286510e+02,1.048448e+04,2.658468e+01,1.413595e+03,2.113341e+03,1.297328e+01,3.245331e-01,8.448124e+04,3.820048e-04
4.833333e+00,4.038651e+01,2.613679e+01,9.006447e+03,1.602977e+02,1.687300e+03,2.945093e+01,1.308468e+02,1.048456e+04,2.658675e+01,1.413591e+03,2.113349e+03,1.296377e+01,3.245402e-01,8.441781e+04,3.820058e-04
4.916667e+00,4.039311e+01,2.613880e+01,9.004725e+03,1.629991e+02,1.688101e+03,2.995736e+01,1.330418e+02,1.048464e+04,2.658883e+01,1.413588e+03,2.113356e+03,1.295428e+01,3.245473e-01,8.435446e+04,3.820067e-04
5.000000e+00,4.039970e+01,2.614081e+01,9.003002e+03,1.657000e+02,1.688902e+03,3.046403e+01,1.352360e+02,1.048472e+04,2.659091e+01,1.413584e+03,2.113364e+03,1.294480e+01,3.245544e-01,8.429118e+04,3.820077e-04
5.083333e+00,4.040630e+01,2.614281e+01,9.001280e+03,1.684004e+02,1.689703e+03,3.097094e+01,1.374295e+02,1.048480e+04,2.659298e+01,1.413581e+03,2.113371e+03,1.293533e+01,3.245615e-01,8.422798e+04,3.820086e-04
5.166667e+00,4.041289e+01,2.614481e+01,8.999558e+03,1.711003e+02,1.690504e+03,3.147809e+01,1.396222e+02,1.048488e+04,2.659505e+01,1.413577e+03,2.113379e+03,1.292588e+01,3.245686e-01,8.416486e+04,3.820096e-04
5.250000e+00,4.041947e+01,2.614682e+01,8.997835e+03,1.737996e+02,1.691304e+03,3.198548e+01,1.418141e+02,1.048496e+04,2.659712e+01,1.413573e+03,2.113386e+03,1.291643e+01,3.245757e-01,8.410182e+04,3.820106e-04
5.333333e+00,4.042606e+01,2.614882e+01,8.996113e+03,1.764985e+02,1.692105e+03,3.249312e+01,1.440053e+02,1.048504e+04,2.659919e+01,1.413570e+03,2.113394e+03,1.290700e+01,3.245828e-01,8.403885e+04,3.820115e-04
5.416667e+00,4.043264e+01,2.615081e+01,8.994390e+03,1.791968e+02,1.692904e+03,3.300099e+01,1.461958e+02,1.048512e+04,2.660126e+01,1.413566e+03,2.113401e+03,1.289757e+01,3.245899e-01,8.397596e+04,3.820125e-04
5.500000e+00,4.043922e+01,2.615281e+01,8.992668e+03,1.818946e+02,1.693704e+03,3.350910e+01,1.483855e+02,1.048520e+04,2.660332e+01,1.413563e+03,2.113409e+03,1.288816e+01,3.245970e-01,8.391314e+04,3.820134e-04
5.583333e+00,4.044580e+01,2.615481e+01,8.990945e+03,1.845919e+02,1.694503e+03,3.401745e+01,1.505744e+02,1.048528e+04,2.660539e+01,1.413559e+03,2.113416e+03,1.287876e+01,3.246041e-01,8.385041e+04,3.820144e-04
5.666667e+00,4.045238e+01,2.615680e+01,8.989223e+03,1.872886e+02,1.695302e+03,3.452604e+01,1.527626e+02,1.048536e+04,2.660745e+01,1.413556e+03,2.113424e+03,1.286937e+01,3.246111e-01,8.378774e+04,3.820154e-04
5.750000e+00,4.045895e+01,2.615879e+01,8.987500e+03,1.899849e+02,1.696101e+03,3.503487e+01,1.549500e+02,1.048544e+04,2.660951e+01,1.413552e+03,2.113431e+03,1.285999e+01,3.246182e-01,8.372516e+04,3.820163e-04
5.833333e+00,4.046552e+01,2.616079e+01,8.985777e+03,1.926806e+02,1.696900e+03,3.554394e+01,1.571367e+02,1.048552e+04,2.661157e+01,1.413549e+03,2.113439e+03,1.285063e+01,3.246253e-01,8.366265e+04,3.820173e-04
5.916667e+00,4.047209e+01,2.616277e+01,8.984055e+03,1.953758e+02,1.697698e+03,3.605325e+01,1.593226e+02,1.048560e+04,2.661363e+01,1.413545e+03,2.113446e+03,1.284127e+01,3.246324e-01,8.360021e+04,3.820182e-04
6.000000e+00,4.047866e+01,2.616476e+01,8.982332e+03,1.980705e+02,1.698496e+03,3.656280e+01,1.615077e+02,1.048567e+04,2.661569e+01,1.413542e+03,2.113453e+03,1.283193e+01,3.246394e-01,8.353785e+04,3.820192e-04
6.083333e+00,4.048522e+01,2.616675e+01,8.980609e+03,2.007647e+02,1.699293e+03,3.707259e+01,1.636921e+02,1.048575e+04,2.661774e+01,1.413538e+03,2.113461e+03,1.282260e+01,3.246465e-01,8.347557e+04,3.820202e-04
6.166667e+00,4.049178e+01,2.616874e+01,8.978887e+03,2.034584e+02,1.700091e+03,3.758261e+01,1.658758e+02,1.048583e+04,2.661980e+01,1.413534e+03,2.113468e+03,1.281327e+01,3.246536e-01,8.341336e+04,3.820211e-04
6.250000e+00,4.049834e+01,2.617072e+01,8.977164e+03,2.061515e+02,1.700888e+03,3.809288e+01,1.680586e+02,1.048591e+04,2.662185e+01,1.413531e+03,2.113476e+03,1.280396e+01,3.246606e-01,8.335123e+04,3.820221e-04
6.333333e+00,4.050490e+01,2.617270e+01,8.975441e+03,2.088441e+02,1.701685e+03,3.860338e+01,1.702408e+02,1.048599e+04,2.662390e+01,1.413527e+03,2.113483e+03,1.279466e+01,3.246677e-01,8.328918e+04,3.820230e-04
6.416667e+00,4.051146e+01,2.617468e+01,8.973718e+03,2.115363e+02,1.702481e+03,3.911413e+01,1.724221e+02,1.048607e+04,2.662595e+01,1.413524e+03,2.113491e+03,1.278537e+01,3.246748e-01,8.322719e+04,3.820240e-04
6.500000e+00,4.051801e+01,2.617666e+01,8.971995e+03,2.142279e+02,1.703277e+03,3.962511e+01,1.746027e+02,1.048615e+04,2.662800e+01,1.413520e+03,2.113498e+03,1.277610e+01,3.246818e-01,8.316529e+04,3.820249e-04
6.583333e+00,4.052456e+01,2.617864e+01,8.970273e+03,2.169189e+02,1.704073e+03,4.013633e+01,1.767826e+02,1.048623e+04,2.663005e+01,1.413517e+03,2.113506e+03,1.276683e+01,3.246889e-01,8.310346e+04,3.820259e-04
6.666667e+00,4.053111e+01,2.618062e+01,8.968550e+03,2.196095e+02,1.704869e+03,4.064780e+01,1.789617e+02,1.048631e+04,2.663209e+01,1.413513e+03,2.113513e+03,1.275758e+01,3.246959e-01,8.304170e+04,3.820269e-04
6.750000e+00,4.053766e+01,2.618259e+01,8.966827e+03,2.222996e+02,1.705665e+03,4.115949e+01,1.811401e+02,1.048639e+04,2.663414e+01,1.413510e+03,2.113520e+03,1.274833e+01,3.247030e-01,8.298002e+04,3.820278e-04
6.833333e+00,4.054420e+01,2.618457e+01,8.965104e+03,2.249891e+02,1.706460e+03,4.167143e+01,1.833177e+02,1.048647e+04,2.663618e+01,1.413506e+03,2.113528e+03,1.273910e+01,3.247100e-01,8.291841e+04,3.820288e-04
6.916667e+00,4.055074e+01,2.618654e+01,8.963381e+03,2.276781e+02,1.707255e+03,4.218361e+01,1.854945e+02,1.048655e+04,2.663822e+01,1.413503e+03,2.113535e+03,1.272988e+01,3.247170e-01,8.285688e+04,3.820297e-04
7.000000e+00,4.055728e+01,2.618851e+01,8.961658e+03,2.303666e+02,1.708049e+03,4.269602e+01,1.876706e+02,1.048663e+04,2.664026e+01,1.413499e+03,2.113543e+03,1.272066e+01,3.247241e-01,8.279542e+04,3.820307e-04
7.083333e+00,4.056382e+01,2.619048e+01,8.959935e+03,2.330546e+02,1.708844e+03,4.320868e+01,1.898459e+02,1.048671e+04,2.664230e+01,1.413496e+03,2.113550e+03,1.271146e+01,3.247311e-01,8.273404e+04,3.820316e-04
7.166667e+00,4.057035e+01,2.619245e+01,8.958212e+03,2.357420e+02,1.709638e+03,4.372157e+01,1.920205e+02,1.048679e+04,2.664433e+01,1.413492e+03,2.113558e+03,1.270227e+01,3.247381e-01,8.267273e+04,3.820326e-04
7.250000e+00,4.057689e+01,2.619442e+01,8.956489e+03,2.384290e+02,1.710431e+03,4.423470e+01,1.941943e+02,1.048687e+04,2.664637e+01,1.413488e+03,2.113565e+03,1.269310e+01,3.247452e-01,8.261150e+04,3.820335e-04
7.333333e+00,4.058342e+01,2.619638e+01,8.954766e+03,2.411154e+02,1.711225e+03,4.474806e+01,1.963674e+02,1.048694e+04,2.664840e+01,1.413485e+03,2.113572e+03,1.268393e+01,3.247522e-01,8.255034e+04,3.820345e-04
7.416667e+00,4.058995e+01,2.619835e+01,8.953043e+03,2.438013e+02,1.712018e+03,4.526167e+01,1.985397e+02,1.048702e+04,2.665043e+01,1.413481e+03,2.113580e+03,1.267477e+01,3.247592e-01,8.248925e+04,3.820354e-04
7.500000e+00,4.059647e+01,2.620031e+01,8.951320e+03,2.464867e+02,1.712811e+03,4.577551e+01,2.007112e+02,1.048710e+04,2.665246e+01,1.413478e+03,2.113587e+03,1.266563e+01,3.247662e-01,8.242824e+04,3.820364e-04
7.583333e+00,4.060300e+01,2.620227e+01,8.949597e+03,2.491716e+02,1.713604e+03,4.628959e+01,2.028820e+02,1.048718e+04,2.665449e+01,1.413474e+03,2.113595e+03,1.265649e+01,3.247732e-01,8.236730e+04,3.820373e-04
7.666667e+00,4.060952e+01,2.620423e+01,8.947874e+03,2.518560e+02,1.714396e+03,4.680391e+01,2.050521e+02,1.048726e+04,2.665652e+01,1.413471e+03,2.113602e+03,1.264737e+01,3.247803e-01,8.230643e+04,3.820383e-04
7.750000e+00,4.061604e+01,2.620619e+01,8.946151e+03,2.545398e+02,1.715188e+03,4.731847e+01,2.072213e+02,1.048734e+04,2.665854e+01,1.413467e+03,2.113609e+03,1.263826e+01,3.247873e-01,8.224564e+04,3.820392e-04
7.833333e+00,4.062255e+01,2.620815e+01,8.944427e+03,2.572231e+02,1.715980e+03,4.783326e+01,2.093899e+02,1.048742e+04,2.666057e+01,1.413464e+03,2.113617e+03,1.262915e+01,3.247943e-01,8.218492e+04,3.820402e-04
7.916667e+00,4.062907e+01,2.621010e+01,8.942704e+03,2.599060e+02,1.716772e+03,4.834830e+01,2.115577e+02,1.048750e+04,2.666259e+01,1.413460e+03,2.113624e+03,1.262006e+01,3.248013e-01,8.212428e+04,3.820412e-04
8.000000e+00,4.063558e+01,2.621205e+01,8.940981e+03,2.625882e+02,1.717563e+03,4.886356e+01,2.137247e+02,1.048758e+04,2.666461e+01,1.413457e+03,2.113632e+03,1.261098e+01,3.248083e-01,8.206370e+04,3.820421e-04
8.083333e+00,4.064209e+01,2.621401e+01,8.939258e+03,2.652700e+02,1.718354e+03,4.937907e+01,2.158910e+02,1.048765e+04,2.666663e+01,1.413453e+03,2.113639e+03,1.260191e+01,3.248153e-01,8.200320e+04,3.820431e-04
8.166667e+00,4.064860e+01,2.621596e+01,8.937535e+03,2.679513e+02,1.719145e+03,4.989481e+01,2.180565e+02,1.048773e+04,2.666865e+01,1.413450e+03,2.113646e+03,1.259285e+01,3.248223e-01,8.194278e+04,3.820440e-04
8.250000e+00,4.065510e+01,2.621791e+01,8.935812e+03,2.706320e+02,1.719935e+03,5.041079e+01,2.202212e+02,1.048781e+04,2.667067e+01,1.413446e+03,2.113654e+03,1.258381e+01,3.248293e-01,8.188242e+04,3.820450e-04
8.333333e+00,4.066161e+01,2.621986e+01,8.934088e+03,2.733123e+02,1.720725e+03,5.092701e+01,2.223852e+02,1.048789e+04,2.667268e+01,1.413443e+03,2.113661e+03,1.257477e+01,3.248363e-01,8.182214e+04,3.820459e-04
8.416667e+00,4.066811e+01,2.622180e+01,8.932365e+03,2.759920e+02,1.721515e+03,5.144347e+01,2.245485e+02,1.048797e+04,2.667470e+01,1.413439e+03,2.113668e+03,1.256574e+01,3.248432e-01,8.176194e+04,3.820468e-04
8.500000e+00,4.067461e+01,2.622375e+01,8.930642e+03,2.786712e+02,1.722305e+03,5.196016e+01,2.267110e+02,1.048805e+04,2.667671e+01,1.413436e+03,2.113676e+03,1.255673e+01,3.248502e-01,8.170180e+04,3.820478e-04
8.583333e+00,4.068110e+01,2.622569e+01,8.928919e+03,2.813498e+02,1.723094e+03,5.247709e+01,2.288727e+02,1.048813e+04,2.667872e+01,1.413432e+03,2.113683e+03,1.254772e+01,3.248572e-01,8.164174e+04,3.820487e-04
8.666667e+00,4.068760e+01,2.622763e+01,8.927196e+03,2.840280e+02,1.723883e+03,5.299425e+01,2.310337e+02,1.048821e+04,2.668073e+01,1.413429e+03,2.113690e+03,1.253873e+01,3.248642e-01,8.158175e+04,3.820497e-04
8.750000e+00,4.069409e+01,2.622958e+01,8.925472e+03,2.867056e+02,1.724672e+03,5.351165e+01,2.331940e+02,1.048828e+04,2.668274e+01,1.413425e+03,2.113698e+03,1.252974e+01,3.248712e-01,8.152183e+04,3.820506e-04
8.833333e+00,4.070058e+01,2.623152e+01,8.923749e+03,2.893828e+02,1.725461e+03,5.402929e+01,2.353535e+02,1.048836e+04,2.668475e+01,1.413422e+03,2.113705e+03,1.252077e+01,3.248781e-01,8.146198e+04,3.820516e-04
