t_h,T_glucosa_C,U_W_m2C,Q_W,Q_acum_MJ,Q_perd_W,Q_perd_acum_MJ,Q_neto_acum_MJ,h_i_W_m2C,h_o_W_m2C,rho_kg_m3,Cp_J_kgC,mu_Pa_s,k_W_mC,Pr,beta_1C
1.916667e+00,4.017585e+01,3.118104e+01,1.520195e+04,1.095919e+02,1.661703e+03,1.188739e+01,9.770455e+01,1.112372e+04,3.181803e+01,1.413705e+03,2.113109e+03,1.327119e+01,3.243130e-01,8.647038e+04,3.819750e-04
2.000000e+00,4.018348e+01,3.118444e+01,1.520027e+04,1.141520e+02,1.662630e+03,1.238618e+01,1.017658e+02,1.112381e+04,3.182157e+01,1.413701e+03,2.113118e+03,1.325991e+01,3.243212e-01,8.639505e+04,3.819761e-04
2.083333e+00,4.019110e+01,3.118784e+01,1.519860e+04,1.187116e+02,1.663556e+03,1.288525e+01,1.058264e+02,1.112390e+04,3.182511e+01,1.413697e+03,2.113126e+03,1.324864e+01,3.243294e-01,8.631981e+04,3.819772e-04
2.166667e+00,4.019873e+01,3.119124e+01,1.519693e+04,1.232707e+02,1.664483e+03,1.338459e+01,1.098861e+02,1.112399e+04,3.182865e+01,1.413693e+03,2.113135e+03,1.323739e+01,3.243377e-01,8.624467e+04,3.819784e-04
2.250000e+00,4.020635e+01,3.119464e+01,1.519525e+04,1.278293e+02,1.665409e+03,1.388422e+01,1.139450e+02,1.112409e+04,3.183218e+01,1.413689e+03,2.113144e+03,1.322615e+01,3.243459e-01,8.616961e+04,3.819795e-04
2.333333e+00,4.021398e+01,3.119804e+01,1.519358e+04,1.323873e+02,1.666335e+03,1.438412e+01,1.180032e+02,1.112418e+04,3.183572e+01,1.413684e+03,2.113153e+03,1.321493e+01,3.243541e-01,8.609465e+04,3.819806e-04
2.416667e+00,4.022160e+01,3.120143e+01,1.519190e+04,1.369449e+02,1.667261e+03,1.488430e+01,1.220606e+02,1.112427e+04,3.183926e+01,1.413680e+03,2.113161e+03,1.320371e+01,3.243623e-01,8.601977e+04,3.819817e-04
2.500000e+00,4.022922e+01,3.120483e+01,1.519023e+04,1.415020e+02,1.668187e+03,1.538475e+01,1.261172e+02,1.112437e+04,3.184279e+01,1.413676e+03,2.113170e+03,1.319251e+01,3.243706e-01,8.594499e+04,3.819828e-04
2.583333e+00,4.023683e+01,3.120822e+01,1.518855e+04,1.460585e+02,1.669113e+03,1.588549e+01,1.301731e+02,1.112446e+04,3.184632e+01,1.413672e+03,2.113179e+03,1.318133e+01,3.243788e-01,8.587029e+04,3.819839e-04
2.666667e+00,4.024445e+01,3.121161e+01,1.518687e+04,1.506146e+02,1.670038e+03,1.638650e+01,1.342281e+02,1.112455e+04,3.184985e+01,1.413668e+03,2.113187e+03,1.317016e+01,3.243870e-01,8.579569e+04,3.819850e-04
2.750000e+00,4.025206e+01,3.121500e+01,1.518520e+04,1.551702e+02,1.670963e+03,1.688779e+01,1.382824e+02,1.112465e+04,3.185338e+01,1.413664e+03,2.113196e+03,1.315900e+01,3.243952e-01,8.572117e+04,3.819861e-04
2.833333e+00,4.025968e+01,3.121839e+01,1.518352e+04,1.597252e+02,1.671888e+03,1.738935e+01,1.423359e+02,1.112474e+04,3.185691e+01,1.413660e+03,2.113205e+03,1.314785e+01,3.244034e-01,8.564674e+04,3.819872e-04
2.916667e+00,4.026729e+01,3.122178e+01,1.518184e+04,1.642798e+02,1.672813e+03,1.789120e+01,1.463886e+02,1.112483e+04,3.186044e+01,1.413656e+03,2.113213e+03,1.313672e+01,3.244117e-01,8.557241e+04,3.819884e-04
3.000000e+00,4.027490e+01,3.122517e+01,1.518016e+04,1.688338e+02,1.673738e+03,1.839332e+01,1.504405e+02,1.112492e+04,3.186396e+01,1.413652e+03,2.113222e+03,1.312560e+01,3.244199e-01,8.549816e+04,3.819895e-04
3.083333e+00,4.028251e+01,3.122855e+01,1.517848e+04,1.733874e+02,1.674662e+03,1.889572e+01,1.544916e+02,1.112502e+04,3.186749e+01,1.413647e+03,2.113230e+03,1.311449e+01,3.244281e-01,8.542400e+04,3.819906e-04
3.166667e+00,4.029012e+01,3.123194e+01,1.517680e+04,1.779404e+02,1.675587e+03,1.939839e+01,1.585420e+02,1.112511e+04,3.187101e+01,1.413643e+03,2.113239e+03,1.310340e+01,3.244363e-01,8.534993e+04,3.819917e-04
3.250000e+00,4.029772e+01,3.123532e+01,1.517511e+04,1.824929e+02,1.676511e+03,1.990135e+01,1.625916e+02,1.112520e+04,3.187453e+01,1.413639e+03,2.113248e+03,1.309232e+01,3.244445e-01,8.527595e+04,3.819928e-04
3.333333e+00,4.030533e+01,3.123870e+01,1.517343e+04,1.870450e+02,1.677435e+03,2.040458e+01,1.666404e+02,1.112530e+04,3.187805e+01,1.413635e+03,2.113256e+03,1.308125e+01,3.244527e-01,8.520206e+04,3.819939e-04
3.416667e+00,4.031293e+01,3.124208e+01,1.517175e+04,1.915965e+02,1.678359e+03,2.090808e+01,1.706884e+02,1.112539e+04,3.188157e+01,1.413631e+03,2.113265e+03,1.307020e+01,3.244609e-01,8.512826e+04,3.819950e-04
3.500000e+00,4.032053e+01,3.124546e+01,1.517006e+04,1.961475e+02,1.679282e+03,2.141187e+01,1.747356e+02,1.112548e+04,3.188509e+01,1.413627e+03,2.113274e+03,1.305916e+01,3.244691e-01,8.505455e+04,3.819961e-04
3.583333e+00,4.032813e+01,3.124884e+01,1.516838e+04,2.006980e+02,1.680206e+03,2.191593e+01,1.787821e+02,1.112557e+04,3.188861e+01,1.413623e+03,2.113282e+03,1.304813e+01,3.244773e-01,8.498092e+04,3.819972e-04
3.666667e+00,4.033573e+01,3.125221e+01,1.516669e+04,2.052480e+02,1.681129e+03,2.242027e+01,1.828278e+02,1.112567e+04,3.189212e+01,1.413619e+03,2.113291e+03,1.303711e+01,3.244855e-01,8.490739e+04,3.819983e-04
3.750000e+00,4.034333e+01,3.125559e+01,1.516501e+04,2.097975e+02,1.682052e+03,2.292488e+01,1.868726e+02,1.112576e+04,3.189564e+01,1.413615e+03,2.113300e+03,1.302611e+01,3.244937e-01,8.483394e+04,3.819994e-04
3.833333e+00,4.035092e+01,3.125896e+01,1.516332e+04,2.143465e+02,1.682975e+03,2.342978e+01,1.909167e+02,1.112585e+04,3.189915e+01,1.413611e+03,2.113308e+03,1.301512e+01,3.245018e-01,8.476058e+04,3.820006e-04
3.916667e+00,4.035852e+01,3.126234e+01,1.516163e+04,2.188950e+02,1.683898e+03,2.393495e+01,1.949601e+02,1.112595e+04,3.190266e+01,1.413606e+03,2.113317e+03,1.300415e+01,3.245100e-01,8.468731e+04,3.820017e-04
4.000000e+00,4.036611e+01,3.126571e+01,1.515994e+04,2.234430e+02,1.684820e+03,2.444039e+01,1.990026e+02,1.112604e+04,3.190617e+01,1.413602e+03,2.113326e+03,1.299318e+01,3.245182e-01,8.461412e+04,3.820028e-04
4.083333e+00,4.037370e+01,3.126908e+01,1.515825e+04,2.279905e+02,1.685743e+03,2.494612e+01,2.030444e+02,1.112613e+04,3.190968e+01,1.413598e+03,2.113334e+03,1.298223e+01,3.245264e-01,8.454103e+04,3.820039e-04
4.166667e+00,4.038129e+01,3.127245e+01,1.515657e+04,2.325374e+02,1.686665e+03,2.545211e+01,2.070853e+02,1.112622e+04,3.191319e+01,1.413594e+03,2.113343e+03,1.297129e+01,3.245346e-01,8.446802e+04,3.820050e-04
4.250000e+00,4.038888e+01,3.127581e+01,1.515487e+04,2.370839e+02,1.687587e+03,2.595839e+01,2.111255e+02,1.112632e+04,3.191670e+01,1.413590e+03,2.113351e+03,1.296037e+01,3.245427e-01,8.439510e+04,3.820061e-04
4.333333e+00,4.039646e+01,3.127918e+01,1.515318e+04,2.416299e+02,1.688509e+03,2.646494e+01,2.151649e+02,1.112641e+04,3.192020e+01,1.413586e+03,2.113360e+03,1.294946e+01,3.245509e-01,8.432226e+04,3.820072e-04
4.416667e+00,4.040405e+01,3.128255e+01,1.515149e+04,2.461753e+02,1.689430e+03,2.697177e+01,2.192035e+02,1.112650e+04,3.192370e+01,1.413582e+03,2.113369e+03,1.293856e+01,3.245591e-01,8.424952e+04,3.820083e-04
4.500000e+00,4.041163e+01,3.128591e+01,1.514980e+04,2.507202e+02,1.690352e+03,2.747888e+01,2.232414e+02,1.112659e+04,3.192721e+01,1.413578e+03,2.113377e+03,1.292767e+01,3.245673e-01,8.417686e+04,3.820094e-04
4.583333e+00,4.041921e+01,3.128927e+01,1.514811e+04,2.552647e+02,1.691273e+03,2.798626e+01,2.272784e+02,1.112669e+04,3.193071e+01,1.413574e+03,2.113386e+03,1.291680e+01,3.245754e-01,8.410429e+04,3.820105e-04
4.666667e+00,4.042680e+01,3.129263e+01,1.514641e+04,2.598086e+02,1.692194e+03,2.849392e+01,2.313147e+02,1.112678e+04,3.193421e+01,1.413570e+03,2.113395e+03,1.290594e+01,3.245836e-01,8.403180e+04,3.820116e-04
4.750000e+00,4.043437e+01,3.129599e+01,1.514472e+04,2.643520e+02,1.693115e+03,2.900185e+01,2.353502e+02,1.112687e+04,3.193771e+01,1.413565e+03,2.113403e+03,1.289509e+01,3.245918e-01,8.395940e+04,3.820127e-04
4.833333e+00,4.044195e+01,3.129935e+01,1.514302e+04,2.688949e+02,1.694036e+03,2.951006e+01,2.393849e+02,1.112696e+04,3.194120e+01,1.413561e+03,2.113412e+03,1.288426e+01,3.245999e-01,8.388709e+04,3.820138e-04
4.916667e+00,4.044953e+01,3.130271e+01,1.514133e+04,2.734373e+02,1.694956e+03,3.001855e+01,2.434188e+02,1.112706e+04,3.194470e+01,1.413557e+03,2.113420e+03,1.287344e+01,3.246081e-01,8.381486e+04,3.820149e-04
5.000000e+00,4.045710e+01,3.130607e+01,1.513963e+04,2.779792e+02,1.695877e+03,3.052731e+01,2.474519e+02,1.112715e+04,3.194819e+01,1.413553e+03,2.113429e+03,1.286263e+01,3.246162e-01,8.374272e+04,3.820161e-04
5.083333e+00,4.046468e+01,3.130942e+01,1.513793e+04,2.825206e+02,1.696797e+03,3.103635e+01,2.514842e+02,1.112724e+04,3.195169e+01,1.413549e+03,2.113438e+03,1.285183e+01,3.246244e-01,8.367067e+04,3.820172e-04
5.166667e+00,4.047225e+01,3.131277e+01,1.513624e+04,2.870615e+02,1.697717e+03,3.154567e+01,2.555158e+02,1.112733e+04,3.195518e+01,1.413545e+03,2.113446e+03,1.284105e+01,3.246325e-01,8.359871e+04,3.820183e-04
5.250000e+00,4.047982e+01,3.131613e+01,1.513454e+04,2.916018e+02,1.698637e+03,3.205526e+01,2.595466e+02,1.112743e+04,3.195867e+01,1.413541e+03,2.113455e+03,1.283028e+01,3.246407e-01,8.352682e+04,3.820194e-04
5.333333e+00,4.048739e+01,3.131948e+01,1.513284e+04,2.961417e+02,1.699557e+03,3.256513e+01,2.635766e+02,1.112752e+04,3.196216e+01,1.413537e+03,2.113463e+03,1.281952e+01,3.246488e-01,8.345503e+04,3.820205e-04
5.416667e+00,4.049496e+01,3.132283e+01,1.513114e+04,3.006810e+02,1.700476e+03,3.307527e+01,2.676058e+02,1.112761e+04,3.196565e+01,1.413533e+03,2.113472e+03,1.280877e+01,3.246570e-01,8.338332e+04,3.820216e-04
5.500000e+00,4.050252e+01,3.132618e+01,1.512944e+04,3.052199e+02,1.701395e+03,3.358569e+01,2.716342e+02,1.112770e+04,3.196913e+01,1.413529e+03,2.113481e+03,1.279804e+01,3.246651e-01,8.331170e+04,3.820227e-04
5.583333e+00,4.051009e+01,3.132952e+01,1.512774e+04,3.097582e+02,1.702314e+03,3.409638e+01,2.756618e+02,1.112779e+04,3.197262e+01,1.413525e+03,2.113489e+03,1.278732e+01,3.246733e-01,8.324016e+04,3.820238e-04
5.666667e+00,4.051765e+01,3.133287e+01,1.512603e+04,3.142960e+02,1.703233e+03,3.460735e+01,2.796886e+02,1.112789e+04,3.197610e+01,1.413520e+03,2.113498e+03,1.277661e+01,3.246814e-01,8.316871e+04,3.820249e-04
5.750000e+00,4.052521e+01,3.133622e+01,1.512433e+04,3.188333e+02,1.704152e+03,3.511860e+01,2.837147e+02,1.112798e+04,3.197959e+01,1.413516e+03,2.113506e+03,1.276591e+01,3.246896e-01,8.309734e+04,3.820260e-04
5.833333e+00,4.053277e+01,3.133956e+01,1.512263e+04,3.233701e+02,1.705071e+03,3.563012e+01,2.877400e+02,1.112807e+04,3.198307e+01,1.413512e+03,2.113515e+03,1.275523e+01,3.246977e-01,8.302606e+04,3.820271e-04
5.916667e+00,4.054033e+01,3.134290e+01,1.512093e+04,3.279063e+02,1.705989e+03,3.614192e+01,2.917644e+02,1.112816e+04,3.198655e+01,1.413508e+03,2.113523e+03,1.274456e+01,3.247058e-01,8.295486e+04,3.820282e-04
6.000000e+00,4.054789e+01,3.134624e+01,1.511922e+04,3.324421e+02,1.706907e+03,3.665399e+01,2.957881e+02,1.112826e+04,3.199003e+01,1.413504e+03,2.113532e+03,1.273390e+01,3.247140e-01,8.288375e+04,3.820293e-04
6.083333e+00,4.055544e+01,3.134958e+01,1.511752e+04,3.369774e+02,1.707825e+03,3.716634e+01,2.998110e+02,1.112835e+04,3.199351e+01,1.413500e+03,2.113541e+03,1.272326e+01,3.247221e-01,8.281273e+04,3.820304e-04
6.166667e+00,4.056299e+01,3.135292e+01,1.511581e+04,3.415121e+02,1.708743e+03,3.767896e+01,3.038332e+02,1.112844e+04,3.199698e+01,1.413496e+03,2.113549e+03,1.271262e+01,3.247302e-01,8.274178e+04,3.820315e-04
6.250000e+00,4.057055e+01,3.135626e+01,1.511410e+04,3.460463e+02,1.709661e+03,3.819186e+01,3.078545e+02,1.112853e+04,3.200046e+01,1.413492e+03,2.113558e+03,1.270200e+01,3.247383e-01,8.267093e+04,3.820326e-04
6.333333e+00,4.057810e+01,3.135959e+01,1.511240e+04,3.505801e+02,1.710578e+03,3.870503e+01,3.118750e+02,1.112862e+04,3.200393e+01,1.413488e+03,2.113566e+03,1.269140e+01,3.247465e-01,8.260015e+04,3.820337e-04
6.416667e+00,4.058565e+01,3.136293e+01,1.511069e+04,3.551133e+02,1.711496e+03,3.921848e+01,3.158948e+02,1.112872e+04,3.200740e+01,1.413484e+03,2.113575e+03,1.268080e+01,3.247546e-01,8.252946e+04,3.820348e-04
6.500000e+00,4.059320e+01,3.136626e+01,1.510898e+04,3.596460e+02,1.712413e+03,3.973220e+01,3.199138e+02,1.112881e+04,3.201087e+01,1.413480e+03,2.113583e+03,1.267022e+01,3.247627e-01,8.245886e+04,3.820359e-04
6.583333e+00,4.060074e+01,3.136959e+01,1.510727e+04,3.641781e+02,1.713330e+03,4.024620e+01,3.239319e+02,1.112890e+04,3.201434e+01,1.413476e+03,2.113592e+03,1.265965e+01,3.247708e-01,8.238834e+04,3.820370e-04
6.666667e+00,4.060829e+01,3.137292e+01,1.510556e+04,3.687098e+02,1.714247e+03,4.076048e+01,3.279493e+02,1.112899e+04,3.201781e+01,1.413472e+03,2.113601e+03,1.264909e+01,3.247789e-01,8.231790e+04,3.820381e-04
6.750000e+00,4.061583e+01,3.137625e+01,1.510385e+04,3.732410e+02,1.715163e+03,4.127502e+01,3.319659e+02,1.112908e+04,3.202128e+01,1.413467e+03,2.113609e+03,1.263854e+01,3.247870e-01,8.224755e+04,3.820392e-04
6.833333e+00,4.062337e+01,3.137958e+01,1.510214e+04,3.777716e+02,1.716080e+03,4.178985e+01,3.359818e+02,1.112918e+04,3.202474e+01,1.413463e+03,2.113618e+03,1.262801e+01,3.247952e-01,8.217728e+04,3.820403e-04
6.916667e+00,4.063091e+01,3.138291e+01,1.510043e+04,3.823017e+02,1.716996e+03,4.230495e+01,3.399968e+02,1.112927e+04,3.202821e+01,1.413459e+03,2.113626e+03,1.261749e+01,3.248033e-01,8.210710e+04,3.820414e-04
7.000000e+00,4.063845e+01,3.138624e+01,1.509871e+04,3.868314e+02,1.717912e+03,4.282032e+01,3.440110e+02,1.112936e+04,3.203167e+01,1.413455e+03,2.113635e+03,1.260698e+01,3.248114e-01,8.203700e+04,3.820425e-04
7.083333e+00,4.064599e+01,3.138956e+01,1.509700e+04,3.913605e+02,1.718828e+03,4.333597e+01,3.480245e+02,1.112945e+04,3.203513e+01,1.413451e+03,2.113643e+03,1.259648e+01,3.248195e-01,8.196698e+04,3.820436e-04
7.166667e+00,4.065353e+01,3.139288e+01,1.509529e+04,3.958890e+02,1.719744e+03,4.385189e+01,3.520371e+02,1.112954e+04,3.203859e+01,1.413447e+03,2.113652e+03,1.258600e+01,3.248276e-01,8.189705e+04,3.820447e-04
7.250000e+00,4.066106e+01,3.139621e+01,1.509357e+04,4.004171e+02,1.720659e+03,4.436809e+01,3.560490e+02,1.112963e+04,3.204205e+01,1.413443e+03,2.113660e+03,1.257553e+01,3.248357e-01,8.182719e+04,3.820458e-04
7.333333e+00,4.066859e+01,3.139953e+01,1.509186e+04,4.049447e+02,1.721574e+03,4.488456e+01,3.600601e+02,1.112973e+04,3.204551e+01,1.413439e+03,2.113669e+03,1.256507e+01,3.248438e-01,8.175743e+04,3.820469e-04
7.416667e+00,4.067613e+01,3.140285e+01,1.509014e+04,4.094717e+02,1.722489e+03,4.540131e+01,3.640704e+02,1.112982e+04,3.204897e+01,1.413435e+03,2.113677e+03,1.255462e+01,3.248519e-01,8.168774e+04,3.820480e-04
7.500000e+00,4.068366e+01,3.140616e+01,1.508843e+04,4.139982e+02,1.723404e+03,4.591833e+01,3.680799e+02,1.112991e+04,3.205242e+01,1.413431e+03,2.113686e+03,1.254418e+01,3.248600e-01,8.161814e+04,3.820491e-04
7.583333e+00,4.069119e+01,3.140948e+01,1.508671e+04,4.185242e+02,1.724319e+03,4.643563e+01,3.720886e+02,1.113000e+04,3.205588e+01,1.413427e+03,2.113695e+03,1.253376e+01,3.248680e-01,8.154862e+04,3.820502e-04
7.666667e+00,4.069871e+01,3.141280e+01,1.508499e+04,4.230497e+02,1.725234e+03,4.695320e+01,3.760966e+02,1.113009e+04,3.205933e+01,1.413423e+03,2.113703e+03,1.252335e+01,3.248761e-01,8.147918e+04,3.820513e-04
7.750000e+00,4.070624e+01,3.141611e+01,1.508327e+04,4.275747e+02,1.726148e+03,4.747104e+01,3.801037e+02,1.113019e+04,3.206278e+01,1.413419e+03,2.113712e+03,1.251295e+01,3.248842e-01,8.140983e+04,3.820524e-04
7.833333e+00,4.071376e+01,3.141942e+01,1.508155e+04,4.320992e+02,1.727063e+03,4.798916e+01,3.841100e+02,1.113028e+04,3.206623e+01,1.413415e+03,2.113720e+03,1.250256e+01,3.248923e-01,8.134056e+04,3.820535e-04
7.916667e+00,4.072128e+01,3.142274e+01,1.507983e+04,4.366231e+02,1.727977e+03,4.850755e+01,3.881156e+02,1.113037e+04,3.206968e+01,1.413411e+03,2.113729e+03,1.249219e+01,3.249004e-01,8.127137e+04,3.820546e-04
8.000000e+00,4.072881e+01,3.142605e+01,1.507811e+04,4.411466e+02,1.728890e+03,4.902622e+01,3.921204e+02,1.113046e+04,3.207313e+01,1.413406e+03,2.113737e+03,1.248183e+01,3.249085e-01,8.120226e+04,3.820557e-04
8.083333e+00,4.073633e+01,3.142935e+01,1.507639e+04,4.456695e+02,1.729804e+03,4.954516e+01,3.961243e+02,1.113055e+04,3.207657e+01,1.413402e+03,2.113746e+03,1.247148e+01,3.249165e-01,8.113323e+04,3.820568e-04
8.166667e+00,4.074384e+01,3.143266e+01,1.507467e+04,4.501919e+02,1.730718e+03,5.006438e+01,4.001275e+02,1.113064e+04,3.208002e+01,1.413398e+03,2.113754e+03,1.246114e+01,3.249246e-01,8.106429e+04,3.820579e-04
8.250000e+00,4.075136e+01,3.143597e+01,1.507295e+04,4.547138e+02,1.731631e+03,5.058387e+01,4.041299e+02,1.113074e+04,3.208346e+01,1.413394e+03,2.113763e+03,1.245081e+01,3.249327e-01,8.099543e+04,3.820590e-04
8.333333e+00,4.075888e+01,3.143928e+01,1.507123e+04,4.592352e+02,1.732544e+03,5.110363e+01,4.081315e+02,1.113083e+04,3.208691e+01,1.413390e+03,2.113771e+03,1.244050e+01,3.249408e-01,8.092665e+04,3.820601e-04
8.416667e+00,4.076639e+01,3.144258e+01,1.506950e+04,4.637560e+02,1.733457e+03,5.162367e+01,4.121323e+02,1.113092e+04,3.209035e+01,1.413386e+03,2.113780e+03,1.243020e+01,3.249488e-01,8.085795e+04,3.820612e-04
8.500000e+00,4.077390e+01,3.144588e+01,1.506778e+04,4.682763e+02,1.734370e+03,5.214398e+01,4.161324e+02,1.113101e+04,3.209379e+01,1.413382e+03,2.113788e+03,1.241990e+01,3.249569e-01,8.078933e+04,3.820623e-04
8.583333e+00,4.078141e+01,3.144918e+01,1.506605e+04,4.727961e+02,1.735283e+03,5.266456e+01,4.201316e+02,1.113110e+04,3.209722e+01,1.413378e+03,2.113797e+03,1.240963e+01,3.249650e-01,8.072080e+04,3.820634e-04
8.666667e+00,4.078892e+01,3.145248e+01,1.506433e+04,4.773154e+02,1.736195e+03,5.318542e+01,4.241300e+02,1.113119e+04,3.210066e+01,1.413374e+03,2.113805e+03,1.239936e+01,3.249730e-01,8.065234e+04,3.820645e-04
8.750000e+00,4.079643e+01,3.145578e+01,1.506260e+04,4.818342e+02,1.737107e+03,5.370655e+01,4.281277e+02,1.113128e+04,3.210410e+01,1.413370e+03,2.113814e+03,1.238911e+01,3.249811e-01,8.058397e+04,3.820656e-04
8.833333e+00,4.080394e+01,3.145908e+01,1.506087e+04,4.863525e+02,1.738019e+03,5.422796e+01,4.321245e+02,1.113138e+04,3.210753e+01,1.413366e+03,2.113822e+03,1.237886e+01,3.249891e-01,8.051568e+04,3.820667e-04
